,season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight,player_salary,number of games missed
3542,06-07,Antoine Wright,BRK,63,18.1,82,23.2,6-7,225,1,19
3543,07-08,Antoine Wright,DAL,56,22.0,82,31.7,6-7,225,1,26
3544,08-09,Antoine Wright,DAL,65,23.9,82,20.7,6-7,225,1,17
3545,09-10,Antoine Wright,TOR,67,20.8,82,18.3,6-7,225,2,15
3546,06-07,Brandon Roy,POR,57,35.3,82,30.5,6-6,215,2,25
3547,07-08,Brandon Roy,POR,74,37.7,82,9.8,6-6,215,2,8
3548,08-09,Brandon Roy,POR,78,37.2,82,4.9,6-6,215,3,4
3549,09-10,Brandon Roy,POR,65,37.2,82,20.7,6-6,215,3,17
3550,10-11,Brandon Roy,POR,47,27.9,82,42.7,6-6,215,13,35
3551,06-07,Cedric Simmons,NOP,43,12.4,82,47.6,6-9,235,1,39
3552,06-07,Craig Smith,MIN,82,18.7,82,0.0,6-7,250,0,0
3553,07-08,Craig Smith,MIN,77,20.1,82,6.1,6-7,250,0,5
3554,08-09,Craig Smith,MIN,74,19.7,82,9.8,6-7,250,2,8
3555,09-10,Craig Smith,LAC,75,16.4,82,8.5,6-7,250,2,7
3556,10-11,Craig Smith,LAC,48,12.2,82,41.5,6-7,250,2,34
3557,11-12,Craig Smith,POR,47,9.9,66,28.8,6-7,250,0,19
3558,06-07,Daniel Gibson,CLE,60,16.5,82,26.8,6-2,190,0,22
3559,07-08,Daniel Gibson,CLE,58,30.4,82,29.3,6-2,190,0,24
3560,08-09,Daniel Gibson,CLE,75,23.9,82,8.5,6-2,190,3,7
3561,09-10,Daniel Gibson,CLE,56,19.1,82,31.7,6-2,190,4,26
3562,10-11,Daniel Gibson,CLE,67,27.8,82,18.3,6-2,190,4,15
3563,11-12,Daniel Gibson,CLE,35,26.2,66,47.0,6-2,190,4,31
3564,12-13,Daniel Gibson,CLE,46,20.0,82,43.9,6-2,190,4,36
3565,06-07,David Noel,MIL,68,11.6,82,17.1,6-6,230,0,14
3566,06-07,Dorell Wright,MIA,66,19.6,82,19.5,6-9,185,1,16
3567,07-08,Dorell Wright,MIA,44,25.1,82,46.3,6-9,185,2,38
3568,09-10,Dorell Wright,MIA,72,20.8,82,12.2,6-9,185,2,10
3569,10-11,Dorell Wright,GSW,82,38.4,82,0.0,6-9,185,3,0
3570,11-12,Dorell Wright,GSW,61,27.0,66,7.6,6-9,185,3,5
3571,12-13,Dorell Wright,PHI,79,22.6,82,3.7,6-9,185,4,3
3572,13-14,Dorell Wright,POR,68,14.5,82,17.1,6-9,185,3,14
3573,14-15,Dorell Wright,POR,48,12.3,82,41.5,6-9,185,3,34
3574,06-07,Ersan Ilyasova,MIL,66,14.7,82,19.5,6-10,235,0,16
3575,09-10,Ersan Ilyasova,MIL,81,23.4,82,1.2,6-10,235,2,1
3576,10-11,Ersan Ilyasova,MIL,60,25.1,82,26.8,6-10,235,2,22
3577,11-12,Ersan Ilyasova,MIL,60,27.6,66,9.1,6-10,235,2,6
3578,12-13,Ersan Ilyasova,MIL,73,27.6,82,11.0,6-10,235,7,9
3579,13-14,Ersan Ilyasova,MIL,55,26.9,82,32.9,6-10,235,7,27
3580,14-15,Ersan Ilyasova,MIL,58,22.7,82,29.3,6-10,235,7,24
3581,15-16,Ersan Ilyasova,ORL,74,25.4,82,9.8,6-10,235,7,8
3582,16-17,Ersan Ilyasova,ATL,82,26.1,82,0.0,6-10,235,8,0
3583,17-18,Ersan Ilyasova,PHI,69,25.1,82,15.9,6-10,235,6,13
3584,06-07,Gerald Green,BOS,81,22.0,82,1.2,6-7,205,1,1
3585,11-12,Gerald Green,BRK,31,25.2,66,53.0,6-7,205,0,35
3586,12-13,Gerald Green,IND,60,18.0,82,26.8,6-7,205,3,22
3587,13-14,Gerald Green,PHX,82,28.4,82,0.0,6-7,205,3,0
3588,14-15,Gerald Green,PHX,74,19.5,82,9.8,6-7,205,3,8
3589,15-16,Gerald Green,MIA,69,22.6,82,15.9,6-7,205,1,13
3590,16-17,Gerald Green,BOS,47,11.4,82,42.7,6-7,205,1,35
3591,17-18,Gerald Green,HOU,41,22.7,82,50.0,6-7,205,1,41
3592,06-07,Hassan Adams,BRK,60,8.3,82,26.8,6-4,220,0,22
3593,06-07,Hilton Armstrong,NOP,56,11.3,82,31.7,6-11,235,1,26
3594,07-08,Hilton Armstrong,NOP,65,11.3,82,20.7,6-11,235,1,17
3595,08-09,Hilton Armstrong,NOP,70,15.6,82,14.6,6-11,235,2,12
3596,10-11,Hilton Armstrong,ATL,53,9.2,82,35.4,6-11,235,0,29
3597,06-07,Ime Udoka,POR,75,28.6,82,8.5,6-6,215,0,7
3598,07-08,Ime Udoka,SAS,73,18.0,82,11.0,6-6,215,1,9
3599,08-09,Ime Udoka,SAS,67,15.4,82,18.3,6-6,215,1,15
3600,09-10,Ime Udoka,SAC,69,13.7,82,15.9,6-6,215,0,13
3601,06-07,Jason Maxiell,DET,67,14.1,82,18.3,6-7,260,0,15
3602,07-08,Jason Maxiell,DET,82,21.6,82,0.0,6-7,260,1,0
3603,08-09,Jason Maxiell,DET,78,18.0,82,4.9,6-7,260,1,4
3604,09-10,Jason Maxiell,DET,76,20.4,82,7.3,6-7,260,5,6
3605,10-11,Jason Maxiell,DET,57,16.3,82,30.5,6-7,260,5,25
3606,11-12,Jason Maxiell,DET,65,22.5,66,1.5,6-7,260,5,1
3607,12-13,Jason Maxiell,DET,72,24.8,82,12.2,6-7,260,5,10
3608,14-15,Jason Maxiell,CHA,61,14.4,82,25.6,6-7,260,1,21
3609,06-07,Jordan Farmar,LAL,72,15.1,82,12.2,6-2,180,0,10
3610,07-08,Jordan Farmar,LAL,82,20.6,82,0.0,6-2,180,1,0
3611,08-09,Jordan Farmar,LAL,65,18.3,82,20.7,6-2,180,1,17
3612,09-10,Jordan Farmar,LAL,82,18.0,82,0.0,6-2,180,1,0
3613,10-11,Jordan Farmar,BRK,73,24.6,82,11.0,6-2,180,3,9
3614,11-12,Jordan Farmar,BRK,39,21.3,66,40.9,6-2,180,4,27
3615,13-14,Jordan Farmar,LAL,41,22.3,82,50.0,6-2,180,1,41
3616,14-15,Jordan Farmar,LAC,36,14.7,82,56.1,6-2,180,2,46
3617,06-07,Jorge Garbajosa,TOR,67,28.5,82,18.3,6-9,245,3,15
3618,06-07,Josh Boone,BRK,61,11.0,82,25.6,6-10,237,1,21
3619,07-08,Josh Boone,BRK,70,25.3,82,14.6,6-10,237,1,12
3620,08-09,Josh Boone,BRK,62,16.0,82,24.4,6-10,237,1,20
3621,09-10,Josh Boone,BRK,63,16.6,82,23.2,6-10,237,2,19
3622,06-07,Kelenna Azubuike,GSW,41,16.3,82,50.0,6-5,220,0,41
3623,07-08,Kelenna Azubuike,GSW,81,21.4,82,1.2,6-5,220,0,1
3624,08-09,Kelenna Azubuike,GSW,74,32.1,82,9.8,6-5,220,2,8
3625,06-07,LaMarcus Aldridge,POR,63,22.1,82,23.2,6-11,260,4,19
3626,07-08,LaMarcus Aldridge,POR,76,34.9,82,7.3,6-11,260,4,6
3627,08-09,LaMarcus Aldridge,POR,81,37.1,82,1.2,6-11,260,4,1
3628,09-10,LaMarcus Aldridge,POR,78,37.5,82,4.9,6-11,260,5,4
3629,10-11,LaMarcus Aldridge,POR,81,39.6,82,1.2,6-11,260,11,1
3630,11-12,LaMarcus Aldridge,POR,55,36.3,66,16.7,6-11,260,12,11
3631,12-13,LaMarcus Aldridge,POR,74,37.7,82,9.8,6-11,260,13,8
3632,13-14,LaMarcus Aldridge,POR,69,36.2,82,15.9,6-11,260,14,13
3633,14-15,LaMarcus Aldridge,POR,71,35.4,82,13.4,6-11,260,15,11
3634,15-16,LaMarcus Aldridge,SAS,74,30.6,82,9.8,6-11,260,19,8
3635,16-17,LaMarcus Aldridge,SAS,72,32.4,82,12.2,6-11,260,20,10
3636,17-18,LaMarcus Aldridge,SAS,75,33.4,82,8.5,6-11,260,21,7
3637,06-07,Lawrence Roberts,MEM,54,17.9,82,34.1,6-9,240,0,28
3638,06-07,Leon Powe,BOS,63,11.4,82,23.2,6-8,240,0,19
3639,07-08,Leon Powe,BOS,56,14.5,82,31.7,6-8,240,0,26
3640,08-09,Leon Powe,BOS,70,17.5,82,14.6,6-8,240,0,12
3641,06-07,Mardy Collins,NYK,52,14.9,82,36.6,6-6,220,0,30
3642,07-08,Mardy Collins,NYK,46,13.8,82,43.9,6-6,220,0,36
3643,08-09,Mardy Collins,LAC,48,18.5,82,41.5,6-6,220,1,34
3644,06-07,Mickael Gelabale,OKC,70,17.7,82,14.6,6-7,215,0,12
3645,12-13,Mickael Gelabale,MIN,36,17.9,82,56.1,6-7,215,0,46
3646,06-07,Paul Millsap,UTA,82,18.0,82,0.0,6-8,246,0,0
3647,07-08,Paul Millsap,UTA,82,20.8,82,0.0,6-8,246,0,0
3648,08-09,Paul Millsap,UTA,76,30.1,82,7.3,6-8,246,0,6
3649,09-10,Paul Millsap,UTA,82,27.8,82,0.0,6-8,246,7,0
3650,10-11,Paul Millsap,UTA,76,34.3,82,7.3,6-8,246,7,6
3651,11-12,Paul Millsap,UTA,64,32.8,66,3.0,6-8,246,8,2
3652,12-13,Paul Millsap,UTA,78,30.4,82,4.9,6-8,246,7,4
3653,13-14,Paul Millsap,ATL,74,33.5,82,9.8,6-8,246,9,8
3654,14-15,Paul Millsap,ATL,73,32.7,82,11.0,6-8,246,9,9
3655,15-16,Paul Millsap,ATL,81,32.7,82,1.2,6-8,246,18,1
3656,16-17,Paul Millsap,ATL,69,34.0,82,15.9,6-8,246,20,13
3657,17-18,Paul Millsap,DEN,38,30.1,82,53.7,6-8,246,30,44
3658,06-07,Rajon Rondo,BOS,78,23.5,82,4.9,6-1,186,1,4
3659,07-08,Rajon Rondo,BOS,77,29.9,82,6.1,6-1,186,1,5
3660,08-09,Rajon Rondo,BOS,80,33.0,82,2.4,6-1,186,1,2
3661,09-10,Rajon Rondo,BOS,81,36.6,82,1.2,6-1,186,2,1
3662,10-11,Rajon Rondo,BOS,68,37.2,82,17.1,6-1,186,9,14
3663,11-12,Rajon Rondo,BOS,53,36.9,66,19.7,6-1,186,10,13
3664,12-13,Rajon Rondo,BOS,38,37.4,82,53.7,6-1,186,11,44
3665,13-14,Rajon Rondo,BOS,30,33.3,82,63.4,6-1,186,12,52
3666,14-15,Rajon Rondo,DAL,68,29.7,82,17.1,6-1,186,12,14
3667,15-16,Rajon Rondo,SAC,72,35.2,82,12.2,6-1,186,9,10
3668,16-17,Rajon Rondo,CHI,69,26.7,82,15.9,6-1,186,13,13
3669,17-18,Rajon Rondo,NOP,65,26.2,82,20.7,6-1,186,6,17
3670,06-07,Randy Foye,MIN,82,22.9,82,0.0,6-4,213,2,0
3671,07-08,Randy Foye,MIN,39,32.3,82,52.4,6-4,213,2,43
3672,08-09,Randy Foye,MIN,70,35.6,82,14.6,6-4,213,2,12
3673,09-10,Randy Foye,WAS,70,23.8,82,14.6,6-4,213,3,12
3674,10-11,Randy Foye,LAC,63,24.6,82,23.2,6-4,213,4,19
3675,11-12,Randy Foye,LAC,65,25.9,66,1.5,6-4,213,4,1
3676,12-13,Randy Foye,UTA,82,27.4,82,0.0,6-4,213,2,0
3677,13-14,Randy Foye,DEN,81,30.7,82,1.2,6-4,213,3,1
3678,14-15,Randy Foye,DEN,50,21.7,82,39.0,6-4,213,3,32
3679,15-16,Randy Foye,OKC,81,20.3,82,1.2,6-4,213,3,1
3680,16-17,Randy Foye,BRK,69,18.6,82,15.9,6-4,213,2,13
3681,06-07,Renaldo Balkman,NYK,68,15.6,82,17.1,6-8,208,1,14
3682,07-08,Renaldo Balkman,NYK,65,14.6,82,20.7,6-8,208,1,17
3683,08-09,Renaldo Balkman,DEN,53,14.7,82,35.4,6-8,208,1,29
3684,06-07,Rodney Carney,PHI,67,17.4,82,18.3,6-7,205,1,15
3685,07-08,Rodney Carney,PHI,70,14.8,82,14.6,6-7,205,1,12
3686,08-09,Rodney Carney,MIN,67,17.9,82,18.3,6-7,205,1,15
3687,09-10,Rodney Carney,PHI,68,12.6,82,17.1,6-7,205,0,14
3688,06-07,Roger Mason,WAS,62,7.9,82,24.4,6-5,200,0,20
3689,07-08,Roger Mason,WAS,80,21.4,82,2.4,6-5,200,0,2
3690,08-09,Roger Mason,SAS,82,30.4,82,0.0,6-5,200,3,0
3691,09-10,Roger Mason,SAS,79,19.2,82,3.7,6-5,200,3,3
3692,11-12,Roger Mason,WAS,52,13.4,66,21.2,6-5,200,1,14
3693,12-13,Roger Mason,NOP,69,17.7,82,15.9,6-5,200,1,13
3694,06-07,Ronnie Brewer,UTA,56,12.1,82,31.7,6-7,220,1,26
3695,07-08,Ronnie Brewer,UTA,76,27.5,82,7.3,6-7,220,1,6
3696,08-09,Ronnie Brewer,UTA,81,32.2,82,1.2,6-7,220,1,1
3697,09-10,Ronnie Brewer,MEM,58,30.0,82,29.3,6-7,220,2,24
3698,10-11,Ronnie Brewer,CHI,81,22.0,82,1.2,6-7,220,4,1
3699,11-12,Ronnie Brewer,CHI,66,24.8,66,0.0,6-7,220,4,0
3700,12-13,Ronnie Brewer,OKC,60,14.2,82,26.8,6-7,220,1,22
3701,06-07,Ronnie Price,SAC,58,9.7,82,29.3,6-2,190,0,24
3702,07-08,Ronnie Price,UTA,61,9.6,82,25.6,6-2,190,1,21
3703,08-09,Ronnie Price,UTA,52,14.2,82,36.6,6-2,190,1,30
3704,09-10,Ronnie Price,UTA,60,13.4,82,26.8,6-2,190,1,22
3705,10-11,Ronnie Price,UTA,59,12.2,82,28.0,6-2,190,1,23
3706,11-12,Ronnie Price,PHX,36,14.4,66,45.5,6-2,190,1,30
3707,12-13,Ronnie Price,POR,39,13.1,82,52.4,6-2,190,1,43
3708,14-15,Ronnie Price,LAL,43,22.8,82,47.6,6-2,190,1,39
3709,15-16,Ronnie Price,PHX,62,19.5,82,24.4,6-2,190,1,20
3710,06-07,Ronny Turiaf,LAL,72,15.1,82,12.2,6-10,249,0,10
3711,07-08,Ronny Turiaf,LAL,78,18.7,82,4.9,6-10,249,0,4
3712,08-09,Ronny Turiaf,GSW,79,21.5,82,3.7,6-10,249,4,3
3713,09-10,Ronny Turiaf,GSW,42,20.8,82,48.8,6-10,249,4,40
3714,10-11,Ronny Turiaf,NYK,64,17.8,82,22.0,6-10,249,4,18
3715,11-12,Ronny Turiaf,MIA,17,16.4,66,74.2,6-10,249,4,49
3716,12-13,Ronny Turiaf,LAC,65,10.8,82,20.7,6-10,249,1,17
3717,13-14,Ronny Turiaf,MIN,31,19.5,82,62.2,6-10,249,1,51
3718,06-07,Rudy Gay,MEM,78,27.0,82,4.9,6-8,230,2,4
3719,07-08,Rudy Gay,MEM,81,37.0,82,1.2,6-8,230,2,1
3720,08-09,Rudy Gay,MEM,79,37.3,82,3.7,6-8,230,2,3
3721,09-10,Rudy Gay,MEM,80,39.7,82,2.4,6-8,230,3,2
3722,10-11,Rudy Gay,MEM,54,39.8,82,34.1,6-8,230,13,28
3723,11-12,Rudy Gay,MEM,65,37.3,66,1.5,6-8,230,15,1
3724,12-13,Rudy Gay,TOR,75,35.8,82,8.5,6-8,230,16,7
3725,13-14,Rudy Gay,SAC,73,34.7,82,11.0,6-8,230,17,9
3726,14-15,Rudy Gay,SAC,68,35.4,82,17.1,6-8,230,19,14
3727,15-16,Rudy Gay,SAC,70,34.0,82,14.6,6-8,230,12,12
3728,16-17,Rudy Gay,SAC,30,33.8,82,63.4,6-8,230,13,52
3729,17-18,Rudy Gay,SAS,57,21.6,82,30.5,6-8,230,8,25
3730,06-07,Sean May,CHA,35,23.9,82,57.3,6-9,266,1,47
3731,06-07,Sergio Rodriguez,POR,67,12.9,82,18.3,6-3,176,0,15
3732,07-08,Sergio Rodriguez,POR,72,8.7,82,12.2,6-3,176,0,10
3733,08-09,Sergio Rodriguez,POR,80,15.3,82,2.4,6-3,176,1,2
3734,09-10,Sergio Rodriguez,NYK,66,15.9,82,19.5,6-3,176,1,16
3735,16-17,Sergio Rodriguez,PHI,68,22.3,82,17.1,6-3,176,6,14
3736,06-07,Shawne Williams,IND,46,12.1,82,43.9,6-9,250,1,36
3737,07-08,Shawne Williams,IND,65,14.9,82,20.7,6-9,250,1,17
3738,10-11,Shawne Williams,NYK,64,20.7,82,22.0,6-9,250,0,18
3739,11-12,Shawne Williams,BRK,25,20.6,66,62.1,6-9,250,3,41
3740,13-14,Shawne Williams,LAL,36,20.9,82,56.1,6-9,250,0,46
3741,14-15,Shawne Williams,DET,63,17.2,82,23.2,6-9,250,1,19
3742,06-07,Shelden Williams,ATL,81,18.7,82,1.2,6-9,210,2,1
3743,07-08,Shelden Williams,SAC,64,12.1,82,22.0,6-9,210,3,18
3744,08-09,Shelden Williams,MIN,45,11.4,82,45.1,6-9,210,3,37
3745,09-10,Shelden Williams,BOS,54,11.1,82,34.1,6-9,210,0,28
3746,10-11,Shelden Williams,NYK,59,15.4,82,28.0,6-9,210,0,23
3747,11-12,Shelden Williams,BRK,58,22.0,66,12.1,6-9,210,0,8
3748,06-07,Solomon Jones,ATL,58,11.5,82,29.3,6-10,230,0,24
3749,08-09,Solomon Jones,ATL,63,10.7,82,23.2,6-10,230,0,19
3750,09-10,Solomon Jones,IND,52,13.0,82,36.6,6-10,230,1,30
3751,10-11,Solomon Jones,IND,39,13.5,82,52.4,6-10,230,1,43
3752,06-07,Tarence Kinsey,MEM,48,20.1,82,41.5,6-9,220,0,34
3753,06-07,Thabo Sefolosha,CHI,71,12.2,82,13.4,6-7,220,1,11
3754,07-08,Thabo Sefolosha,CHI,69,20.8,82,15.9,6-7,220,1,13
3755,08-09,Thabo Sefolosha,OKC,66,22.0,82,19.5,6-7,220,1,16
3756,09-10,Thabo Sefolosha,OKC,82,28.6,82,0.0,6-7,220,2,0
3757,10-11,Thabo Sefolosha,OKC,79,25.9,82,3.7,6-7,220,3,3
3758,11-12,Thabo Sefolosha,OKC,42,21.8,66,36.4,6-7,220,3,24
3759,12-13,Thabo Sefolosha,OKC,81,27.5,82,1.2,6-7,220,3,1
3760,13-14,Thabo Sefolosha,OKC,61,26.0,82,25.6,6-7,220,3,21
3761,14-15,Thabo Sefolosha,ATL,52,18.8,82,36.6,6-7,220,4,30
3762,15-16,Thabo Sefolosha,ATL,75,23.4,82,8.5,6-7,220,4,7
3763,16-17,Thabo Sefolosha,ATL,62,25.7,82,24.4,6-7,220,4,20
3764,17-18,Thabo Sefolosha,UTA,38,21.2,82,53.7,6-7,220,5,44
3765,06-07,Tyrus Thomas,CHI,72,13.4,82,12.2,6-9,215,3,10
3766,07-08,Tyrus Thomas,CHI,74,18.0,82,9.8,6-9,215,3,8
3767,08-09,Tyrus Thomas,CHI,79,27.5,82,3.7,6-9,215,3,3
3768,09-10,Tyrus Thomas,CHA,54,22.6,82,34.1,6-9,215,4,28
3769,10-11,Tyrus Thomas,CHA,41,21.0,82,50.0,6-9,215,6,41
3770,11-12,Tyrus Thomas,CHA,54,18.8,66,18.2,6-9,215,7,12
3771,06-07,Walter Herrmann,CHA,48,19.5,82,41.5,6-9,225,1,34
3772,08-09,Walter Herrmann,DET,59,10.7,82,28.0,6-9,225,2,23
3773,06-07,Yakhouba Diawara,DEN,64,18.4,82,22.0,6-7,225,0,18
3774,07-08,Yakhouba Diawara,DEN,54,10.0,82,34.1,6-7,225,0,28
3775,08-09,Yakhouba Diawara,MIA,63,13.5,82,23.2,6-7,225,0,19
3776,07-08,Aaron Brooks,HOU,51,11.9,82,37.8,6-0,161,0,31
3777,08-09,Aaron Brooks,HOU,80,25.0,82,2.4,6-0,161,1,2
3778,09-10,Aaron Brooks,HOU,82,35.6,82,0.0,6-0,161,1,0
3779,10-11,Aaron Brooks,PHX,59,21.8,82,28.0,6-0,161,2,23
3780,12-13,Aaron Brooks,HOU,53,18.8,82,35.4,6-0,161,5,29
3781,13-14,Aaron Brooks,DEN,72,21.6,82,12.2,6-0,161,1,10
3782,14-15,Aaron Brooks,CHI,82,23.0,82,0.0,6-0,161,0,0
3783,15-16,Aaron Brooks,CHI,69,16.1,82,15.9,6-0,161,2,13
3784,16-17,Aaron Brooks,IND,65,13.7,82,20.7,6-0,161,2,17
3785,07-08,Aaron Gray,CHI,61,10.0,82,25.6,7-0,270,0,21
3786,08-09,Aaron Gray,CHI,56,12.8,82,31.7,7-0,270,0,26
3787,10-11,Aaron Gray,NOP,41,12.9,82,50.0,7-0,270,1,41
3788,11-12,Aaron Gray,TOR,49,16.6,66,25.8,7-0,270,2,17
3789,07-08,Acie Law,ATL,56,15.5,82,31.7,6-3,195,1,26
3790,08-09,Acie Law,ATL,55,10.2,82,32.9,6-3,195,2,27
3791,10-11,Acie Law,GSW,51,14.2,82,37.8,6-3,195,0,31
3792,07-08,Al Horford,ATL,81,31.4,82,1.2,6-10,245,3,1
3793,08-09,Al Horford,ATL,67,33.5,82,18.3,6-10,245,4,15
3794,09-10,Al Horford,ATL,81,35.1,82,1.2,6-10,245,4,1
3795,10-11,Al Horford,ATL,77,35.1,82,6.1,6-10,245,5,5
3796,11-12,Al Horford,ATL,11,31.6,66,83.3,6-10,245,12,55
3797,12-13,Al Horford,ATL,74,37.2,82,9.8,6-10,245,12,8
3798,13-14,Al Horford,ATL,29,33.0,82,64.6,6-10,245,12,53
3799,14-15,Al Horford,ATL,76,30.5,82,7.3,6-10,245,12,6
3800,15-16,Al Horford,ATL,82,32.1,82,0.0,6-10,245,12,0
3801,16-17,Al Horford,BOS,68,32.3,82,17.1,6-10,245,26,14
3802,17-18,Al Horford,BOS,72,31.6,82,12.2,6-10,245,27,10
3803,07-08,Al Thornton,LAC,79,27.3,82,3.7,6-8,220,1,3
3804,08-09,Al Thornton,LAC,71,37.4,82,13.4,6-8,220,1,11
3805,09-10,Al Thornton,WAS,75,27.7,82,8.5,6-8,220,1,7
3806,10-11,Al Thornton,GSW,71,19.5,82,13.4,6-8,220,2,11
3807,07-08,Amir Johnson,DET,62,12.3,82,24.4,6-9,240,3,20
3808,08-09,Amir Johnson,DET,62,14.7,82,24.4,6-9,240,3,20
3809,09-10,Amir Johnson,TOR,82,17.7,82,0.0,6-9,240,3,0
3810,10-11,Amir Johnson,TOR,72,25.7,82,12.2,6-9,240,5,10
3811,11-12,Amir Johnson,TOR,64,24.3,66,3.0,6-9,240,5,2
3812,12-13,Amir Johnson,TOR,81,28.7,82,1.2,6-9,240,6,1
3813,13-14,Amir Johnson,TOR,77,28.8,82,6.1,6-9,240,6,5
3814,14-15,Amir Johnson,TOR,75,26.4,82,8.5,6-9,240,6,7
3815,15-16,Amir Johnson,BOS,79,22.8,82,3.7,6-9,240,12,3
3816,16-17,Amir Johnson,BOS,80,20.1,82,2.4,6-9,240,12,2
3817,17-18,Amir Johnson,PHI,74,15.8,82,9.8,6-9,240,11,8
3818,07-08,Arron Afflalo,DET,75,12.9,82,8.5,6-5,210,0,7
3819,08-09,Arron Afflalo,DET,74,16.7,82,9.8,6-5,210,1,8
3820,09-10,Arron Afflalo,DEN,82,27.1,82,0.0,6-5,210,1,0
3821,10-11,Arron Afflalo,DEN,69,33.7,82,15.9,6-5,210,1,13
3822,11-12,Arron Afflalo,DEN,62,33.7,66,6.1,6-5,210,7,4
3823,12-13,Arron Afflalo,ORL,64,36.0,82,22.0,6-5,210,7,18
3824,13-14,Arron Afflalo,ORL,73,35.0,82,11.0,6-5,210,7,9
3825,14-15,Arron Afflalo,POR,78,32.1,82,4.9,6-5,210,7,4
3826,15-16,Arron Afflalo,NYK,71,33.4,82,13.4,6-5,210,8,11
3827,16-17,Arron Afflalo,SAC,61,25.9,82,25.6,6-5,210,12,21
3828,17-18,Arron Afflalo,ORL,53,12.9,82,35.4,6-5,210,5,29
3829,07-08,Bobby Jones,DEN,47,11.3,82,42.7,6-9,210,0,35
3830,07-08,Bobby Jones,DEN,47,11.3,82,42.7,6-7,215,0,35
3831,07-08,Brandon Bass,DAL,79,19.7,82,3.7,6-8,250,0,3
3832,08-09,Brandon Bass,DAL,81,19.4,82,1.2,6-8,250,0,1
3833,09-10,Brandon Bass,ORL,50,13.0,82,39.0,6-8,250,4,32
3834,10-11,Brandon Bass,ORL,76,26.1,82,7.3,6-8,250,4,6
3835,11-12,Brandon Bass,BOS,59,31.7,66,10.6,6-8,250,4,7
3836,12-13,Brandon Bass,BOS,81,27.6,82,1.2,6-8,250,6,1
3837,13-14,Brandon Bass,BOS,82,27.6,82,0.0,6-8,250,6,0
3838,14-15,Brandon Bass,BOS,82,23.5,82,0.0,6-8,250,6,0
3839,15-16,Brandon Bass,LAL,66,20.3,82,19.5,6-8,250,3,16
3840,16-17,Brandon Bass,LAC,52,11.1,82,36.6,6-8,250,1,30
3841,07-08,Carl Landry,HOU,42,16.9,82,48.8,6-9,248,0,40
3842,08-09,Carl Landry,HOU,69,21.3,82,15.9,6-9,248,3,13
3843,09-10,Carl Landry,SAC,80,30.9,82,2.4,6-9,248,3,2
3844,10-11,Carl Landry,NOP,76,26.4,82,7.3,6-9,248,3,6
3845,11-12,Carl Landry,NOP,41,24.4,66,37.9,6-9,248,8,25
3846,12-13,Carl Landry,GSW,81,23.2,82,1.2,6-9,248,4,1
3847,14-15,Carl Landry,SAC,70,17.0,82,14.6,6-9,248,6,12
3848,15-16,Carl Landry,PHI,36,15.8,82,56.1,6-9,248,6,46
3849,07-08,Chris Quinn,MIA,60,22.3,82,26.8,6-2,185,0,22
3850,08-09,Chris Quinn,MIA,66,14.6,82,19.5,6-2,185,0,16
3851,07-08,Chris Richard,MIN,52,10.7,82,36.6,6-9,270,0,30
3852,07-08,Corey Brewer,MIN,79,22.8,82,3.7,6-9,186,2,3
3853,09-10,Corey Brewer,MIN,82,30.3,82,0.0,6-9,186,2,0
3854,10-11,Corey Brewer,DAL,69,21.9,82,15.9,6-9,186,3,13
3855,11-12,Corey Brewer,DEN,59,21.8,66,10.6,6-9,186,3,7
3856,12-13,Corey Brewer,DEN,82,24.4,82,0.0,6-9,186,3,0
3857,13-14,Corey Brewer,MIN,81,32.2,82,1.2,6-9,186,4,1
3858,14-15,Corey Brewer,HOU,80,26.1,82,2.4,6-9,186,4,2
3859,15-16,Corey Brewer,HOU,82,20.4,82,0.0,6-9,186,8,0
3860,16-17,Corey Brewer,LAL,82,15.6,82,0.0,6-9,186,7,0
3861,17-18,Corey Brewer,OKC,72,16.8,82,12.2,6-9,186,8,10
3862,07-08,Daequan Cook,MIA,59,24.4,82,28.0,6-5,205,1,23
3863,08-09,Daequan Cook,MIA,75,24.4,82,8.5,6-5,205,1,7
3864,09-10,Daequan Cook,MIA,45,15.4,82,45.1,6-5,205,1,37
3865,10-11,Daequan Cook,OKC,43,13.9,82,47.6,6-5,205,2,39
3866,11-12,Daequan Cook,OKC,57,17.4,66,13.6,6-5,205,3,9
3867,07-08,Dominic McGuire,WAS,70,9.9,82,14.6,6-9,220,0,12
3868,08-09,Dominic McGuire,WAS,79,26.2,82,3.7,6-9,220,0,3
3869,10-11,Dominic McGuire,CHA,52,14.6,82,36.6,6-9,220,0,30
3870,11-12,Dominic McGuire,GSW,64,17.6,66,3.0,6-9,220,0,2
3871,07-08,Dwayne Jones,CLE,56,8.4,82,31.7,6-11,250,0,26
3872,07-08,Earl Barron,MIA,46,19.3,82,43.9,7-0,250,0,36
3873,07-08,Glen Davis,BOS,69,13.6,82,15.9,6-9,289,0,13
3874,08-09,Glen Davis,BOS,76,21.5,82,7.3,6-9,289,0,6
3875,09-10,Glen Davis,BOS,54,17.3,82,34.1,6-9,289,3,28
3876,10-11,Glen Davis,BOS,78,29.5,82,4.9,6-9,289,3,4
3877,11-12,Glen Davis,ORL,61,23.4,66,7.6,6-9,289,6,5
