season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight
04-05,Marcus Banks,BOS,81,14.1,82,1.2,6-2,200
05-06,Marcus Banks,MIN,58,25.8,82,29.3,6-2,200
06-07,Marcus Banks,PHX,45,11.2,82,45.1,6-2,200
07-08,Marcus Banks,MIA,36,15.8,82,56.1,6-2,200
03-04,Marquis Daniels,DAL,56,18.6,82,31.7,6-6,200
04-05,Marquis Daniels,DAL,60,23.5,82,26.8,6-6,200
05-06,Marquis Daniels,DAL,62,28.5,82,24.4,6-6,200
06-07,Marquis Daniels,IND,45,17.8,82,45.1,6-6,200
07-08,Marquis Daniels,IND,74,20.9,82,9.8,6-6,200
08-09,Marquis Daniels,IND,54,31.5,82,34.1,6-6,200
09-10,Marquis Daniels,BOS,51,18.4,82,37.8,6-6,200
10-11,Marquis Daniels,BOS,49,19.1,82,40.2,6-6,200
11-12,Marquis Daniels,BOS,38,12.7,66,42.4,6-6,200
12-13,Marquis Daniels,MIL,59,18.4,82,28.0,6-6,200
03-04,Matt Barnes,LAC,38,19.0,82,53.7,6-7,226
04-05,Matt Barnes,SAC,43,16.6,82,47.6,6-7,226
05-06,Matt Barnes,PHI,56,11.2,82,31.7,6-7,226
06-07,Matt Barnes,GSW,76,23.9,82,7.3,6-7,226
07-08,Matt Barnes,GSW,73,19.4,82,11.0,6-7,226
08-09,Matt Barnes,PHX,77,27.0,82,6.1,6-7,226
09-10,Matt Barnes,ORL,81,25.9,82,1.2,6-7,226
10-11,Matt Barnes,LAL,53,19.2,82,35.4,6-7,226
11-12,Matt Barnes,LAL,63,22.9,66,4.5,6-7,226
12-13,Matt Barnes,LAC,80,25.7,82,2.4,6-7,226
13-14,Matt Barnes,LAC,63,27.5,82,23.2,6-7,226
14-15,Matt Barnes,LAC,76,29.9,82,7.3,6-7,226
15-16,Matt Barnes,MEM,76,28.8,82,7.3,6-7,226
16-17,Matt Barnes,GSW,74,24.0,82,9.8,6-7,226
03-04,Mickael Pietrus,GSW,53,14.1,82,35.4,6-6,215
04-05,Mickael Pietrus,GSW,67,20.0,82,18.3,6-6,215
05-06,Mickael Pietrus,GSW,52,22.7,82,36.6,6-6,215
06-07,Mickael Pietrus,GSW,72,26.9,82,12.2,6-6,215
07-08,Mickael Pietrus,GSW,66,19.9,82,19.5,6-6,215
08-09,Mickael Pietrus,ORL,54,24.6,82,34.1,6-6,215
09-10,Mickael Pietrus,ORL,75,22.5,82,8.5,6-6,215
10-11,Mickael Pietrus,PHX,57,19.4,82,30.5,6-6,215
11-12,Mickael Pietrus,BOS,42,21.9,66,36.4,6-6,215
03-04,Mike Sweetney,NYK,42,11.8,82,48.8,6-8,275
04-05,Mike Sweetney,NYK,77,19.6,82,6.1,6-8,275
05-06,Mike Sweetney,CHI,66,18.5,82,19.5,6-8,275
03-04,Mo Williams,UTA,57,13.5,82,30.5,6-1,225
04-05,Mo Williams,MIL,80,28.2,82,2.4,6-1,225
05-06,Mo Williams,MIL,58,26.4,82,29.3,6-1,225
06-07,Mo Williams,MIL,68,36.3,82,17.1,6-1,225
07-08,Mo Williams,MIL,66,36.5,82,19.5,6-1,225
08-09,Mo Williams,CLE,81,35.0,82,1.2,6-1,225
09-10,Mo Williams,CLE,69,34.2,82,15.9,6-1,225
10-11,Mo Williams,LAC,58,30.8,82,29.3,6-1,225
11-12,Mo Williams,LAC,52,28.3,66,21.2,6-1,225
12-13,Mo Williams,UTA,46,30.8,82,43.9,6-1,225
13-14,Mo Williams,POR,74,24.8,82,9.8,6-1,225
14-15,Mo Williams,CHA,68,29.1,82,17.1,6-1,225
15-16,Mo Williams,CLE,41,18.2,82,50.0,6-1,225
03-04,Qyntel Woods,POR,62,10.8,82,24.4,6-8,210
05-06,Qyntel Woods,NYK,49,20.7,82,40.2,6-8,210
03-04,Raul Lopez,UTA,82,19.7,82,0.0,6-1,275
04-05,Raul Lopez,UTA,31,16.7,82,62.2,6-1,275
03-04,Ronald Dupree,CHI,47,19.0,82,42.7,6-7,209
04-05,Ronald Dupree,DET,47,10.0,82,42.7,6-7,209
03-04,Samuel Dalembert,PHI,82,26.8,82,0.0,6-11,255
04-05,Samuel Dalembert,PHI,72,24.8,82,12.2,6-11,255
05-06,Samuel Dalembert,PHI,66,26.7,82,19.5,6-11,255
06-07,Samuel Dalembert,PHI,82,30.9,82,0.0,6-11,255
07-08,Samuel Dalembert,PHI,82,33.2,82,0.0,6-11,255
08-09,Samuel Dalembert,PHI,82,24.8,82,0.0,6-11,255
09-10,Samuel Dalembert,PHI,82,25.9,82,0.0,6-11,255
10-11,Samuel Dalembert,SAC,80,24.2,82,2.4,6-11,255
11-12,Samuel Dalembert,HOU,65,22.3,66,1.5,6-11,255
12-13,Samuel Dalembert,MIL,47,16.3,82,42.7,6-11,255
13-14,Samuel Dalembert,DAL,80,20.2,82,2.4,6-11,255
14-15,Samuel Dalembert,NYK,32,17.0,82,61.0,6-11,255
03-04,Sasha Pavlovic,UTA,79,14.5,82,3.7,6-8,220
04-05,Sasha Pavlovic,CLE,65,13.3,82,20.7,6-8,220
05-06,Sasha Pavlovic,CLE,53,15.3,82,35.4,6-8,220
06-07,Sasha Pavlovic,CLE,67,22.9,82,18.3,6-8,220
07-08,Sasha Pavlovic,CLE,51,23.3,82,37.8,6-8,220
08-09,Sasha Pavlovic,CLE,66,16.0,82,19.5,6-8,220
09-10,Sasha Pavlovic,MIN,71,12.3,82,13.4,6-8,220
11-12,Sasha Pavlovic,BOS,45,11.7,66,31.8,6-8,220
12-13,Sasha Pavlovic,POR,39,13.5,82,52.4,6-8,220
03-04,Steve Blake,WAS,75,18.5,82,8.5,6-3,172
04-05,Steve Blake,WAS,44,14.7,82,46.3,6-3,172
05-06,Steve Blake,POR,68,26.2,82,17.1,6-3,172
06-07,Steve Blake,DEN,82,27.1,82,0.0,6-3,172
07-08,Steve Blake,POR,81,29.9,82,1.2,6-3,172
08-09,Steve Blake,POR,69,31.7,82,15.9,6-3,172
09-10,Steve Blake,LAC,80,27.0,82,2.4,6-3,172
10-11,Steve Blake,LAL,79,20.0,82,3.7,6-3,172
11-12,Steve Blake,LAL,53,23.3,66,19.7,6-3,172
12-13,Steve Blake,LAL,45,26.1,82,45.1,6-3,172
13-14,Steve Blake,GSW,55,27.2,82,32.9,6-3,172
14-15,Steve Blake,POR,81,18.9,82,1.2,6-3,172
15-16,Steve Blake,DET,58,17.0,82,29.3,6-3,172
03-04,T.J. Ford,MIL,55,26.8,82,32.9,6-0,165
05-06,T.J. Ford,MIL,72,35.5,82,12.2,6-0,165
06-07,T.J. Ford,TOR,75,29.9,82,8.5,6-0,165
07-08,T.J. Ford,TOR,51,23.5,82,37.8,6-0,165
08-09,T.J. Ford,IND,74,30.5,82,9.8,6-0,165
09-10,T.J. Ford,IND,47,25.3,82,42.7,6-0,165
10-11,T.J. Ford,IND,41,18.9,82,50.0,6-0,165
03-04,Travis Hansen,ATL,41,12.4,82,50.0,6-6,205
03-04,Udonis Haslem,MIA,75,24.0,82,8.5,6-8,235
04-05,Udonis Haslem,MIA,80,33.4,82,2.4,6-8,235
05-06,Udonis Haslem,MIA,81,30.8,82,1.2,6-8,235
06-07,Udonis Haslem,MIA,79,31.4,82,3.7,6-8,235
07-08,Udonis Haslem,MIA,49,36.8,82,40.2,6-8,235
08-09,Udonis Haslem,MIA,75,34.1,82,8.5,6-8,235
09-10,Udonis Haslem,MIA,78,27.9,82,4.9,6-8,235
10-11,Udonis Haslem,MIA,13,26.5,82,84.1,6-8,235
11-12,Udonis Haslem,MIA,64,24.8,66,3.0,6-8,235
12-13,Udonis Haslem,MIA,75,18.9,82,8.5,6-8,235
13-14,Udonis Haslem,MIA,46,14.2,82,43.9,6-8,235
14-15,Udonis Haslem,MIA,62,16.0,82,24.4,6-8,235
03-04,Willie Green,PHI,53,14.5,82,35.4,6-4,200
04-05,Willie Green,PHI,57,18.7,82,30.5,6-4,200
06-07,Willie Green,PHI,74,24.9,82,9.8,6-4,200
07-08,Willie Green,PHI,74,26.6,82,9.8,6-4,200
08-09,Willie Green,PHI,81,22.6,82,1.2,6-4,200
09-10,Willie Green,PHI,73,21.3,82,11.0,6-4,200
10-11,Willie Green,NOP,77,21.7,82,6.1,6-4,200
11-12,Willie Green,ATL,53,17.4,66,19.7,6-4,200
12-13,Willie Green,LAC,72,16.5,82,12.2,6-4,200
13-14,Willie Green,LAC,55,15.8,82,32.9,6-4,200
14-15,Willie Green,ORL,52,18.3,82,36.6,6-4,200
03-04,Zarko Cabarkapa,PHX,49,11.6,82,40.2,6-11,235
05-06,Zarko Cabarkapa,GSW,60,8.4,82,26.8,6-11,235
03-04,Zaza Pachulia,ORL,59,11.3,82,28.0,6-11,270
04-05,Zaza Pachulia,MIL,74,18.9,82,9.8,6-11,270
05-06,Zaza Pachulia,ATL,78,31.4,82,4.9,6-11,270
06-07,Zaza Pachulia,ATL,72,28.1,82,12.2,6-11,270
07-08,Zaza Pachulia,ATL,62,15.2,82,24.4,6-11,270
08-09,Zaza Pachulia,ATL,77,19.1,82,6.1,6-11,270
09-10,Zaza Pachulia,ATL,78,14.0,82,4.9,6-11,270
10-11,Zaza Pachulia,ATL,79,15.7,82,3.7,6-11,270
11-12,Zaza Pachulia,ATL,58,28.3,66,12.1,6-11,270
12-13,Zaza Pachulia,ATL,52,21.8,82,36.6,6-11,270
13-14,Zaza Pachulia,MIL,53,25.0,82,35.4,6-11,270
14-15,Zaza Pachulia,MIL,73,23.7,82,11.0,6-11,270
15-16,Zaza Pachulia,DAL,76,26.4,82,7.3,6-11,270
16-17,Zaza Pachulia,GSW,70,18.1,82,14.6,6-11,270
17-18,Zaza Pachulia,GSW,69,14.1,82,15.9,6-11,270
03-04,Zoran Planinic,NJN,49,9.6,82,40.2,6-7,195
04-05,Zoran Planinic,NJN,43,12.0,82,47.6,6-7,195
05-06,Zoran Planinic,NJN,55,10.8,82,32.9,6-7,195
04-05,Al Jefferson,BOS,71,14.8,82,13.4,6-10,289
05-06,Al Jefferson,BOS,59,18.0,82,28.0,6-10,289
06-07,Al Jefferson,BOS,69,33.6,82,15.9,6-10,289
07-08,Al Jefferson,MIN,82,35.6,82,0.0,6-10,289
08-09,Al Jefferson,MIN,50,36.7,82,39.0,6-10,289
09-10,Al Jefferson,MIN,76,32.4,82,7.3,6-10,289
10-11,Al Jefferson,UTA,82,35.9,82,0.0,6-10,289
11-12,Al Jefferson,UTA,61,34.0,66,7.6,6-10,289
12-13,Al Jefferson,UTA,78,33.1,82,4.9,6-10,289
13-14,Al Jefferson,CHA,73,35.0,82,11.0,6-10,289
14-15,Al Jefferson,CHA,65,30.6,82,20.7,6-10,289
15-16,Al Jefferson,CHA,47,23.3,82,42.7,6-10,289
16-17,Al Jefferson,IND,66,14.1,82,19.5,6-10,289
04-05,Anderson Varejao,CLE,54,16.0,82,34.1,6-10,273
05-06,Anderson Varejao,CLE,47,16.2,82,42.7,6-10,273
06-07,Anderson Varejao,CLE,81,23.9,82,1.2,6-10,273
07-08,Anderson Varejao,CLE,48,27.5,82,41.5,6-10,273
08-09,Anderson Varejao,CLE,81,28.5,82,1.2,6-10,273
09-10,Anderson Varejao,CLE,76,28.5,82,7.3,6-10,273
10-11,Anderson Varejao,CLE,31,32.1,82,62.2,6-10,273
11-12,Anderson Varejao,CLE,25,31.4,66,62.1,6-10,273
12-13,Anderson Varejao,CLE,25,36.0,82,69.5,6-10,273
13-14,Anderson Varejao,CLE,65,27.7,82,20.7,6-10,273
14-15,Anderson Varejao,CLE,26,24.4,82,68.3,6-10,273
15-16,Anderson Varejao,GSW,53,9.4,82,35.4,6-10,273
04-05,Andre Iguodala,PHI,82,32.8,82,0.0,6-6,215
05-06,Andre Iguodala,PHI,82,37.6,82,0.0,6-6,215
06-07,Andre Iguodala,PHI,76,40.3,82,7.3,6-6,215
07-08,Andre Iguodala,PHI,82,39.5,82,0.0,6-6,215
08-09,Andre Iguodala,PHI,82,39.9,82,0.0,6-6,215
09-10,Andre Iguodala,PHI,82,38.9,82,0.0,6-6,215
10-11,Andre Iguodala,PHI,67,36.8,82,18.3,6-6,215
11-12,Andre Iguodala,PHI,62,35.6,66,6.1,6-6,215
12-13,Andre Iguodala,DEN,80,34.7,82,2.4,6-6,215
13-14,Andre Iguodala,GSW,63,32.4,82,23.2,6-6,215
14-15,Andre Iguodala,GSW,77,26.9,82,6.1,6-6,215
15-16,Andre Iguodala,GSW,65,26.6,82,20.7,6-6,215
16-17,Andre Iguodala,GSW,76,26.3,82,7.3,6-6,215
17-18,Andre Iguodala,GSW,64,25.4,82,22.0,6-6,215
04-05,Andres Nocioni,CHI,81,23.4,82,1.2,6-7,225
05-06,Andres Nocioni,CHI,82,27.3,82,0.0,6-7,225
06-07,Andres Nocioni,CHI,53,26.5,82,35.4,6-7,225
07-08,Andres Nocioni,CHI,82,24.6,82,0.0,6-7,225
08-09,Andres Nocioni,SAC,76,26.2,82,7.3,6-7,225
09-10,Andres Nocioni,SAC,75,19.7,82,8.5,6-7,225
10-11,Andres Nocioni,PHI,54,17.2,82,34.1,6-7,225
04-05,Anthony Goldwire,MIL,33,16.3,82,59.8,6-1,182
04-05,Ben Gordon,CHI,82,24.4,82,0.0,6-3,200
05-06,Ben Gordon,CHI,80,31.0,82,2.4,6-3,200
06-07,Ben Gordon,CHI,82,33.0,82,0.0,6-3,200
07-08,Ben Gordon,CHI,72,31.8,82,12.2,6-3,200
08-09,Ben Gordon,CHI,82,36.6,82,0.0,6-3,200
09-10,Ben Gordon,DET,62,27.9,82,24.4,6-3,200
10-11,Ben Gordon,DET,82,26.0,82,0.0,6-3,200
11-12,Ben Gordon,DET,52,26.9,66,21.2,6-3,200
12-13,Ben Gordon,CHA,75,20.8,82,8.5,6-3,200
14-15,Ben Gordon,ORL,56,14.1,82,31.7,6-3,200
04-05,Beno Udrih,SAS,80,14.4,82,2.4,6-3,205
05-06,Beno Udrih,SAS,54,10.8,82,34.1,6-3,205
06-07,Beno Udrih,SAS,73,13.0,82,11.0,6-3,205
07-08,Beno Udrih,SAC,65,32.0,82,20.7,6-3,205
08-09,Beno Udrih,SAC,73,31.1,82,11.0,6-3,205
09-10,Beno Udrih,SAC,79,31.3,82,3.7,6-3,205
10-11,Beno Udrih,SAC,79,34.6,82,3.7,6-3,205
11-12,Beno Udrih,MIL,59,18.3,66,10.6,6-3,205
12-13,Beno Udrih,ORL,66,22.1,82,19.5,6-3,205
13-14,Beno Udrih,MEM,41,15.7,82,50.0,6-3,205
14-15,Beno Udrih,MEM,79,18.9,82,3.7,6-3,205
15-16,Beno Udrih,MIA,44,16.1,82,46.3,6-3,205
16-17,Beno Udrih,DET,39,14.4,82,52.4,6-3,205
04-05,Chris Duhon,CHI,82,26.5,82,0.0,6-1,185
05-06,Chris Duhon,CHI,74,29.1,82,9.8,6-1,185
06-07,Chris Duhon,CHI,78,24.4,82,4.9,6-1,185
07-08,Chris Duhon,CHI,66,22.6,82,19.5,6-1,185
08-09,Chris Duhon,NYK,79,36.8,82,3.7,6-1,185
09-10,Chris Duhon,NYK,67,30.9,82,18.3,6-1,185
10-11,Chris Duhon,ORL,51,15.2,82,37.8,6-1,185
11-12,Chris Duhon,ORL,63,19.5,66,4.5,6-1,185
12-13,Chris Duhon,LAL,46,17.8,82,43.9,6-1,185
04-05,Curtis Borchardt,UTA,67,12.8,82,18.3,7-0,240
04-05,Dahntay Jones,MEM,52,12.5,82,36.6,6-6,225
05-06,Dahntay Jones,MEM,71,13.6,82,13.4,6-6,225
06-07,Dahntay Jones,MEM,78,21.4,82,4.9,6-6,225
08-09,Dahntay Jones,DEN,79,18.0,82,3.7,6-6,225
09-10,Dahntay Jones,IND,76,24.9,82,7.3,6-6,225
10-11,Dahntay Jones,IND,45,13.1,82,45.1,6-6,225
11-12,Dahntay Jones,IND,65,16.2,66,1.5,6-6,225
12-13,Dahntay Jones,ATL,78,13.0,82,4.9,6-6,225
04-05,Damien Wilkins,SEA,29,17.9,82,64.6,6-6,200
05-06,Damien Wilkins,SEA,82,18.6,82,0.0,6-6,200
06-07,Damien Wilkins,SEA,82,24.8,82,0.0,6-6,200
07-08,Damien Wilkins,SEA,76,24.3,82,7.3,6-6,200
08-09,Damien Wilkins,OKC,41,15.5,82,50.0,6-6,200
09-10,Damien Wilkins,MIN,80,19.8,82,2.4,6-6,200
10-11,Damien Wilkins,ATL,52,13.0,82,36.6,6-6,200
11-12,Damien Wilkins,DET,60,15.4,66,9.1,6-6,200
12-13,Damien Wilkins,PHI,61,18.0,82,25.6,6-6,200
04-05,David Harrison,IND,43,17.7,82,47.6,7-0,280
05-06,David Harrison,IND,67,15.4,82,18.3,7-0,280
07-08,David Harrison,IND,55,12.8,82,32.9,7-0,280
04-05,Delonte West,BOS,39,13.0,82,52.4,6-4,200
05-06,Delonte West,BOS,71,34.0,82,13.4,6-4,200
06-07,Delonte West,BOS,69,32.2,82,15.9,6-4,200
07-08,Delonte West,CLE,61,25.1,82,25.6,6-4,200
08-09,Delonte West,CLE,64,33.6,82,22.0,6-4,200
09-10,Delonte West,CLE,60,25.0,82,26.8,6-4,200
10-11,Delonte West,BOS,24,18.9,82,70.7,6-4,200
11-12,Delonte West,DAL,44,24.1,66,33.3,6-4,200
04-05,Devin Harris,DAL,76,15.4,82,7.3,6-3,185
05-06,Devin Harris,DAL,56,22.7,82,31.7,6-3,185
06-07,Devin Harris,DAL,80,26.0,82,2.4,6-3,185
07-08,Devin Harris,NJN,64,31.6,82,22.0,6-3,185
08-09,Devin Harris,NJN,69,36.1,82,15.9,6-3,185
09-10,Devin Harris,NJN,64,34.7,82,22.0,6-3,185
10-11,Devin Harris,UTA,71,31.7,82,13.4,6-3,185
11-12,Devin Harris,UTA,63,27.6,66,4.5,6-3,185
12-13,Devin Harris,ATL,58,24.5,82,29.3,6-3,185
13-14,Devin Harris,DAL,40,20.4,82,51.2,6-3,185
14-15,Devin Harris,DAL,76,22.2,82,7.3,6-3,185
15-16,Devin Harris,DAL,64,20.0,82,22.0,6-3,185
16-17,Devin Harris,DAL,65,16.7,82,20.7,6-3,185
17-18,Devin Harris,DEN,71,18.9,82,13.4,6-3,185
04-05,Dwight Howard,ORL,82,32.6,82,0.0,6-11,265
05-06,Dwight Howard,ORL,82,36.8,82,0.0,6-11,265
06-07,Dwight Howard,ORL,82,36.9,82,0.0,6-11,265
07-08,Dwight Howard,ORL,82,37.7,82,0.0,6-11,265
08-09,Dwight Howard,ORL,79,35.7,82,3.7,6-11,265
09-10,Dwight Howard,ORL,82,34.7,82,0.0,6-11,265
10-11,Dwight Howard,ORL,78,37.6,82,4.9,6-11,265
11-12,Dwight Howard,ORL,54,38.3,66,18.2,6-11,265
12-13,Dwight Howard,LAL,76,35.8,82,7.3,6-11,265
13-14,Dwight Howard,HOU,71,33.8,82,13.4,6-11,265
14-15,Dwight Howard,HOU,41,29.8,82,50.0,6-11,265
15-16,Dwight Howard,HOU,71,32.1,82,13.4,6-11,265
16-17,Dwight Howard,ATL,74,29.7,82,9.8,6-11,265
17-18,Dwight Howard,CHA,81,30.4,82,1.2,6-11,265
04-05,Eddie Gill,IND,73,14.0,82,11.0,6-0,190
04-05,Emeka Okafor,CHA,73,35.6,82,11.0,6-10,252
05-06,Emeka Okafor,CHA,26,33.6,82,68.3,6-10,252
06-07,Emeka Okafor,CHA,67,34.8,82,18.3,6-10,252
07-08,Emeka Okafor,CHA,82,33.1,82,0.0,6-10,252
08-09,Emeka Okafor,CHA,82,32.8,82,0.0,6-10,252
09-10,Emeka Okafor,NOP,82,28.9,82,0.0,6-10,252
10-11,Emeka Okafor,NOP,72,31.8,82,12.2,6-10,252
11-12,Emeka Okafor,NOP,27,28.9,66,59.1,6-10,252
12-13,Emeka Okafor,WAS,79,26.0,82,3.7,6-10,252
04-05,J.R. Smith,NOP,76,24.5,82,7.3,6-6,225
05-06,J.R. Smith,NOP,55,18.0,82,32.9,6-6,225
06-07,J.R. Smith,DEN,63,23.4,82,23.2,6-6,225
07-08,J.R. Smith,DEN,74,19.2,82,9.8,6-6,225
08-09,J.R. Smith,DEN,81,27.7,82,1.2,6-6,225
09-10,J.R. Smith,DEN,75,27.8,82,8.5,6-6,225
10-11,J.R. Smith,DEN,79,24.9,82,3.7,6-6,225
11-12,J.R. Smith,NYK,35,27.6,66,47.0,6-6,225
12-13,J.R. Smith,NYK,80,33.5,82,2.4,6-6,225
13-14,J.R. Smith,NYK,74,32.7,82,9.8,6-6,225
14-15,J.R. Smith,CLE,70,29.7,82,14.6,6-6,225
15-16,J.R. Smith,CLE,77,30.7,82,6.1,6-6,225
16-17,J.R. Smith,CLE,41,29.0,82,50.0,6-6,225
17-18,J.R. Smith,CLE,80,28.1,82,2.4,6-6,225
04-05,Jabari Smith,NJN,45,14.4,82,45.1,6-11,250
04-05,Jackson Vroman,NOP,46,15.3,82,43.9,6-10,220
04-05,Jameer Nelson,ORL,79,20.4,82,3.7,6-0,190
05-06,Jameer Nelson,ORL,62,28.8,82,24.4,6-0,190
06-07,Jameer Nelson,ORL,77,30.3,82,6.1,6-0,190
07-08,Jameer Nelson,ORL,69,28.4,82,15.9,6-0,190
08-09,Jameer Nelson,ORL,42,31.2,82,48.8,6-0,190
09-10,Jameer Nelson,ORL,65,28.6,82,20.7,6-0,190
10-11,Jameer Nelson,ORL,76,30.5,82,7.3,6-0,190
11-12,Jameer Nelson,ORL,57,29.9,66,13.6,6-0,190
12-13,Jameer Nelson,ORL,56,35.3,82,31.7,6-0,190
13-14,Jameer Nelson,ORL,68,32.0,82,17.1,6-0,190
14-15,Jameer Nelson,DEN,63,22.3,82,23.2,6-0,190
15-16,Jameer Nelson,DEN,39,26.6,82,52.4,6-0,190
16-17,Jameer Nelson,DEN,75,27.3,82,8.5,6-0,190
17-18,Jameer Nelson,DET,50,20.3,82,39.0,6-0,190
04-05,James Jones,IND,75,17.8,82,8.5,6-8,218
05-06,James Jones,PHX,75,23.6,82,8.5,6-8,218
06-07,James Jones,PHX,76,18.1,82,7.3,6-8,218
07-08,James Jones,POR,58,22.0,82,29.3,6-8,218
08-09,James Jones,MIA,40,15.7,82,51.2,6-8,218
09-10,James Jones,MIA,36,14.0,82,56.1,6-8,218
10-11,James Jones,MIA,81,19.1,82,1.2,6-8,218
11-12,James Jones,MIA,51,13.1,66,22.7,6-8,218
14-15,James Jones,CLE,57,11.7,82,30.5,6-8,218
04-05,Jannero Pargo,CHI,32,14.2,82,61.0,6-1,175
05-06,Jannero Pargo,CHI,57,11.3,82,30.5,6-1,175
06-07,Jannero Pargo,NOP,82,20.9,82,0.0,6-1,175
07-08,Jannero Pargo,NOP,80,18.7,82,2.4,6-1,175
09-10,Jannero Pargo,CHI,63,13.2,82,23.2,6-1,175
11-12,Jannero Pargo,ATL,50,13.4,66,24.2,6-1,175
12-13,Jannero Pargo,CHA,32,15.9,82,61.0,6-1,175
04-05,Jason Kapono,CHA,81,18.4,82,1.2,6-8,213
05-06,Jason Kapono,MIA,51,13.0,82,37.8,6-8,213
06-07,Jason Kapono,MIA,67,26.4,82,18.3,6-8,213
07-08,Jason Kapono,TOR,81,18.9,82,1.2,6-8,213
08-09,Jason Kapono,TOR,80,22.9,82,2.4,6-8,213
09-10,Jason Kapono,PHI,57,17.1,82,30.5,6-8,213
04-05,Josh Childress,ATL,80,29.7,82,2.4,6-8,210
05-06,Josh Childress,ATL,74,30.4,82,9.8,6-8,210
06-07,Josh Childress,ATL,55,36.8,82,32.9,6-8,210
07-08,Josh Childress,ATL,76,29.9,82,7.3,6-8,210
10-11,Josh Childress,PHX,54,16.6,82,34.1,6-8,210
11-12,Josh Childress,PHX,34,14.5,66,48.5,6-8,210
04-05,Josh Smith,ATL,74,27.7,82,9.8,6-9,225
05-06,Josh Smith,ATL,80,32.0,82,2.4,6-9,225
06-07,Josh Smith,ATL,72,36.8,82,12.2,6-9,225
07-08,Josh Smith,ATL,81,35.5,82,1.2,6-9,225
08-09,Josh Smith,ATL,69,35.1,82,15.9,6-9,225
09-10,Josh Smith,ATL,81,35.4,82,1.2,6-9,225
10-11,Josh Smith,ATL,77,34.3,82,6.1,6-9,225
11-12,Josh Smith,ATL,66,35.3,66,0.0,6-9,225
12-13,Josh Smith,ATL,76,35.3,82,7.3,6-9,225
13-14,Josh Smith,DET,77,35.5,82,6.1,6-9,225
14-15,Josh Smith,HOU,83,27.7,82,-1.2,6-9,225
15-16,Josh Smith,HOU,55,16.0,82,32.9,6-9,225
04-05,Keith McLeod,UTA,53,26.1,82,35.4,6-2,188
05-06,Keith McLeod,UTA,66,18.7,82,19.5,6-2,188
06-07,Keith McLeod,IND,48,15.0,82,41.5,6-2,188
04-05,Kendrick Perkins,BOS,60,9.1,82,26.8,6-10,270
05-06,Kendrick Perkins,BOS,68,19.6,82,17.1,6-10,270
06-07,Kendrick Perkins,BOS,72,21.9,82,12.2,6-10,270
07-08,Kendrick Perkins,BOS,78,24.5,82,4.9,6-10,270
08-09,Kendrick Perkins,BOS,76,29.6,82,7.3,6-10,270
09-10,Kendrick Perkins,BOS,78,27.6,82,4.9,6-10,270
10-11,Kendrick Perkins,OKC,29,25.6,82,64.6,6-10,270
11-12,Kendrick Perkins,OKC,65,26.8,66,1.5,6-10,270
12-13,Kendrick Perkins,OKC,78,25.1,82,4.9,6-10,270
13-14,Kendrick Perkins,OKC,62,19.5,82,24.4,6-10,270
14-15,Kendrick Perkins,CLE,68,16.9,82,17.1,6-10,270
15-16,Kendrick Perkins,NOP,37,14.6,82,54.9,6-10,270
04-05,Kirk Snyder,UTA,68,13.3,82,17.1,6-6,225
05-06,Kirk Snyder,NOP,68,19.3,82,17.1,6-6,225
06-07,Kirk Snyder,HOU,39,14.4,82,52.4,6-6,225
07-08,Kirk Snyder,MIN,36,21.1,82,56.1,6-6,225
04-05,Kris Humphries,UTA,67,13.0,82,18.3,6-9,235
05-06,Kris Humphries,UTA,62,10.0,82,24.4,6-9,235
06-07,Kris Humphries,TOR,60,11.2,82,26.8,6-9,235
07-08,Kris Humphries,TOR,70,13.2,82,14.6,6-9,235
09-10,Kris Humphries,NJN,69,17.7,82,15.9,6-9,235
10-11,Kris Humphries,NJN,74,27.8,82,9.8,6-9,235
11-12,Kris Humphries,NJN,62,34.9,66,6.1,6-9,235
12-13,Kris Humphries,BRK,65,18.3,82,20.7,6-9,235
13-14,Kris Humphries,BOS,69,19.9,82,15.9,6-9,235
14-15,Kris Humphries,WAS,64,21.0,82,22.0,6-9,235
15-16,Kris Humphries,ATL,53,15.7,82,35.4,6-9,235
16-17,Kris Humphries,ATL,56,12.3,82,31.7,6-9,235
04-05,Luol Deng,CHI,61,27.2,82,25.6,6-9,237
05-06,Luol Deng,CHI,78,33.4,82,4.9,6-9,237
06-07,Luol Deng,CHI,82,37.5,82,0.0,6-9,237
07-08,Luol Deng,CHI,63,33.8,82,23.2,6-9,237
08-09,Luol Deng,CHI,49,34.0,82,40.2,6-9,237
09-10,Luol Deng,CHI,70,37.9,82,14.6,6-9,237
10-11,Luol Deng,CHI,82,39.1,82,0.0,6-9,237
11-12,Luol Deng,CHI,54,39.4,66,18.2,6-9,237
12-13,Luol Deng,CHI,75,38.7,82,8.5,6-9,237
13-14,Luol Deng,CLE,63,35.1,82,23.2,6-9,237
14-15,Luol Deng,MIA,72,33.6,82,12.2,6-9,237
15-16,Luol Deng,MIA,74,32.4,82,9.8,6-9,237
16-17,Luol Deng,LAL,56,26.5,82,31.7,6-9,237
04-05,Matt Bonner,TOR,82,18.9,82,0.0,6-10,235
05-06,Matt Bonner,TOR,78,21.9,82,4.9,6-10,235
06-07,Matt Bonner,SAS,56,11.7,82,31.7,6-10,235
07-08,Matt Bonner,SAS,68,12.5,82,17.1,6-10,235
