player,player_salary,season
Brendan Haywood,"$4,500,000",2006/07
Brevin Knight,"$4,400,000",2006/07
John Salmons,"$4,400,000",2006/07
Trenton Hassell,"$4,350,000",2006/07
Emeka Okafor,"$4,300,560",2006/07
Eric Williams,"$4,296,000",2006/07
Chris Bosh,"$4,235,220",2006/07
Chris Mihm,"$4,214,241",2006/07
Rafer Alston,"$4,200,000",2006/07
Marvin Williams,"$4,174,800",2006/07
Anthony Parker,"$4,150,000",2006/07
Carlos Arroyo,"$4,100,000",2006/07
Damon Stoudamire,"$4,050,000",2006/07
LaMarcus Aldridge,"$4,027,320",2006/07
Kyle Korver,"$4,018,182",2006/07
Zaza Pachulia,"$4,000,000",2006/07
Reggie Evans,"$4,000,000",2006/07
Sarunas Jasikevicius,"$4,000,000",2006/07
Gordan Giricek,"$4,000,000",2006/07
Andres Nocioni,"$3,950,000",2006/07
Damon Jones,"$3,884,678",2006/07
Ben Gordon,"$3,862,080",2006/07
Dwyane Wade,"$3,841,443",2006/07
Bob Sura,"$3,840,000",2006/07
Bruce Bowen,"$3,750,000",2006/07
Jorge Garbajosa,"$3,750,000",2006/07
Deron Williams,"$3,749,040",2006/07
Vitaly Potapenko,"$3,674,584",2006/07
Marcus Banks,"$3,672,414",2006/07
Darius Songaila,"$3,650,000",2006/07
Adam Morrison,"$3,616,680",2006/07
Jeff McInnis,"$3,600,000",2006/07
Pat Garrity,"$3,525,000",2006/07
Tyronn Lue,"$3,500,000",2006/07
Dale Davis,"$3,500,000",2006/07
Chris Kaman,"$3,491,768",2006/07
Shaun Livingston,"$3,481,920",2006/07
Chris Paul,"$3,380,160",2006/07
Keyon Dooling,"$3,348,000",2006/07
Robert Horry,"$3,315,000",2006/07
Melvin Ely,"$3,303,813",2006/07
Tyrus Thomas,"$3,260,760",2006/07
Lorenzen Wright,"$3,250,000",2006/07
Zeljko Rebraca,"$3,240,000",2006/07
Ira Newble,"$3,196,050",2006/07
Kevin Ollie,"$3,196,050",2006/07
Kirk Hinrich,"$3,192,628",2006/07
Devin Harris,"$3,153,120",2006/07
Trevor Ariza,"$3,100,000",2006/07
Fred Jones,"$3,100,000",2006/07
Raymond Felton,"$3,060,840",2006/07
Chris Duhon,"$3,024,000",2006/07
Steven Hunter,"$3,024,000",2006/07
Chucky Atkins,"$3,000,000",2006/07
Rasual Butler,"$3,000,000",2006/07
Francisco Elson,"$3,000,000",2006/07
Shelden Williams,"$2,952,840",2006/07
Earl Boykins,"$2,950,000",2006/07
TJ Ford,"$2,929,467",2006/07
Iakovos Tsakalidis,"$2,900,000",2006/07
Michael Doleac,"$2,880,000",2006/07
Josh Childress,"$2,863,920",2006/07
Willie Green,"$2,800,000",2006/07
Brian Scalabrine,"$2,793,103",2006/07
Martell Webster,"$2,780,160",2006/07
Dan Dickau,"$2,753,218",2006/07
Primoz Brezec,"$2,750,000",2006/07
Eddie Griffin,"$2,700,000",2006/07
Damien Wilkins,"$2,700,000",2006/07
Mike Sweetney,"$2,696,956",2006/07
Brandon Roy,"$2,681,880",2006/07
James Jones,"$2,650,000",2006/07
Anthony Johnson,"$2,640,000",2006/07
Jarron Collins,"$2,625,698",2006/07
Luol Deng,"$2,614,440",2006/07
Jarvis Hayes,"$2,564,127",2006/07
Juan Dixon,"$2,550,000",2006/07
Charlie Villanueva,"$2,537,880",2006/07
Mickael Pietrus,"$2,535,260",2006/07
Keith Bogans,"$2,510,000",2006/07
Nick Collison,"$2,501,070",2006/07
Bostjan Nachbar,"$2,500,000",2006/07
Fabricio Oberto,"$2,500,000",2006/07
Randy Foye,"$2,448,240",2006/07
Luke Ridnour,"$2,425,878",2006/07
Rafael Araujo,"$2,395,200",2006/07
Jose Calderon,"$2,333,334",2006/07
Channing Frye,"$2,325,000",2006/07
Lindsey Hunter,"$2,250,000",2006/07
Rudy Gay,"$2,242,290",2006/07
Dikembe Mutombo,"$2,210,000",2006/07
Mark Madsen,"$2,210,000",2006/07
Andre Iguodala,"$2,201,640",2006/07
Othella Harrington,"$2,200,000",2006/07
Scot Pollard,"$2,200,000",2006/07
Jackie Butler,"$2,200,000",2006/07
Zarko Cabarkapa,"$2,157,097",2006/07
Ike Diogu,"$2,137,200",2006/07
Luke Jackson,"$2,131,981",2006/07
Bonzi Wells,"$2,115,000",2006/07
Patrick O'Bryant,"$2,061,720",2006/07
David West,"$2,051,938",2006/07
Andrew Bynum,"$2,030,280",2006/07
Jake Voskuhl,"$2,000,000",2006/07
Matt Bonner,"$2,000,000",2006/07
DeSagana Diop,"$1,998,000",2006/07
Andris Biedrins,"$1,986,960",2006/07
Devean George,"$1,974,259",2006/07
Tariq Abdul-Wahad,"$1,968,750",2006/07
Aleksandar Pavlovic,"$1,962,206",2006/07
Saer Sene,"$1,958,640",2006/07
Jason Hart,"$1,922,640",2006/07
Maurice Williams,"$1,920,000",2006/07
Robert Swift,"$1,887,600",2006/07
Dahntay Jones,"$1,886,113",2006/07
Boris Diaw,"$1,870,501",2006/07
JJ Redick,"$1,860,720",2006/07
Travis Outlaw,"$1,836,426",2006/07
Yaroslav Korolev,"$1,832,280",2006/07
Brian Cook,"$1,817,141",2006/07
Malik Allen,"$1,803,600",2006/07
Michael Ruffin,"$1,803,600",2006/07
Walter Herrmann,"$1,800,000",2006/07
Vassilis Spanoulis,"$1,800,000",2006/07
Sebastian Telfair,"$1,793,160",2006/07
Hilton Armstrong,"$1,767,600",2006/07
David Wesley,"$1,750,000",2006/07
Ronald Murray,"$1,750,000",2006/07
Aaron Williams,"$1,750,000",2006/07
Shammond Williams,"$1,750,000",2006/07
Sean May,"$1,740,720",2006/07
Kris Humphries,"$1,703,520",2006/07
Kendrick Perkins,"$1,689,409",2006/07
Leandro Barbosa,"$1,679,733",2006/07
Thabo Sefolosha,"$1,679,280",2006/07
Josh Howard,"$1,667,603",2006/07
Rashad McCants,"$1,653,720",2006/07
Didier Ilunga-Mbenga,"$1,628,959",2006/07
Maurice Evans,"$1,620,000",2006/07
Al Jefferson,"$1,618,320",2006/07
Clifford Robinson,"$1,600,000",2006/07
Ronnie Brewer,"$1,595,400",2006/07
Antoine Wright,"$1,570,920",2006/07
Kirk Snyder,"$1,537,440",2006/07
Cedric Simmons,"$1,515,480",2006/07
Scott Padgett,"$1,495,317",2006/07
Joey Graham,"$1,492,440",2006/07
Adrian Griffin,"$1,475,000",2006/07
Josh Smith,"$1,460,640",2006/07
Rodney Carney,"$1,439,760",2006/07
Danny Granger,"$1,417,800",2006/07
Eddie House,"$1,400,000",2006/07
JR Smith,"$1,387,560",2006/07
Luke Walton,"$1,375,000",2006/07
Shawne Williams,"$1,367,760",2006/07
Keith McLeod,"$1,350,000",2006/07
Gerald Green,"$1,347,000",2006/07
Steve Blake,"$1,330,000",2006/07
Dorell Wright,"$1,325,160",2006/07
Justin Reed,"$1,300,000",2006/07
Hakim Warrick,"$1,286,280",2006/07
Jameer Nelson,"$1,272,120",2006/07
Quincy Douby,"$1,240,920",2006/07
Julius Hodge,"$1,234,800",2006/07
Renaldo Balkman,"$1,191,240",2006/07
Matt Carroll,"$1,188,000",2006/07
Jason Kapono,"$1,188,000",2006/07
Nate Robinson,"$1,185,480",2006/07
Darrell Armstrong,"$1,178,348",2006/07
Gary Payton,"$1,178,348",2006/07
Bo Outlaw,"$1,178,348",2006/07
Eric Piatkowski,"$1,178,348",2006/07
Darrick Martin,"$1,178,348",2006/07
Alan Henderson,"$1,178,348",2006/07
Viktor Khryapa,"$1,172,400",2006/07
Rajon Rondo,"$1,143,600",2006/07
Jarrett Jack,"$1,137,960",2006/07
Michael Olowokandi,"$1,103,225",2006/07
Marcus Williams,"$1,097,880",2006/07
Francisco Garcia,"$1,092,600",2006/07
Delonte West,"$1,080,480",2006/07
Nenad Krstic,"$1,080,480",2006/07
John Edwards,"$1,080,000",2006/07
Mikki Moore,"$1,071,225",2006/07
Kelvin Cato,"$1,071,225",2006/07
Jacque Vaughn,"$1,071,225",2006/07
Devin Brown,"$1,064,518",2006/07
Josh Boone,"$1,053,960",2006/07
Luther Head,"$1,048,800",2006/07
Tony Allen,"$1,037,280",2006/07
Carlos Delfino,"$1,037,280",2006/07
Kyle Lowry,"$1,011,720",2006/07
Johan Petro,"$1,006,800",2006/07
Kevin Martin,"$1,002,840",2006/07
Bernard Robinson,"$1,000,000",2006/07
Jannero Pargo,"$1,000,000",2006/07
Shavlik Randolph,"$1,000,000",2006/07
Ryan Bowen,"$998,967",2006/07
Jumaine Jones,"$998,967",2006/07
Sasha Vujacic,"$973,920",2006/07
Jason Maxiell,"$973,440",2006/07
Shannon Brown,"$971,280",2006/07
Beno Udrih,"$967,920",2006/07
David Harrison,"$960,840",2006/07
Anderson Varejao,"$945,600",2006/07
Linas Kleiza,"$945,360",2006/07
Jordan Farmar,"$939,120",2006/07
Wayne Simien,"$932,760",2006/07
Sean Marks,"$932,015",2006/07
DeShawn Stevenson,"$932,015",2006/07
David Lee,"$926,040",2006/07
Mario Kasun,"$919,551",2006/07
Sergio Rodriguez,"$912,000",2006/07
Maurice Ager,"$906,480",2006/07
Mardy Collins,"$899,880",2006/07
DerMarr Johnson,"$865,063",2006/07
Alex Acker,"$839,209",2006/07
Boniface N'Dong,"$839,209",2006/07
James White,"$818,153",2006/07
Pat Burke,"$810,000",2006/07
Mickael Gelabale,"$802,000",2006/07
Mile Ilic,"$800,000",2006/07
Smush Parker,"$798,112",2006/07
Mike Wilks,"$798,112",2006/07
Jamal Sampson,"$771,331",2006/07
Ronald Dupree,"$771,331",2006/07
Dajuan Wagner,"$771,331",2006/07
Matt Barnes,"$771,331",2006/07
Quinton Ross,"$771,331",2006/07
Linton Johnson,"$771,331",2006/07
James Lang,"$771,331",2006/07
Royal Ivey,"$744,551",2006/07
Andre Barrett,"$744,551",2006/07
Josh Powell,"$744,551",2006/07
Maceo Baston,"$744,551",2006/07
Earl Barron,"$744,551",2006/07
Charlie Bell,"$744,551",2006/07
Ha Seung-Jin,"$744,551",2006/07
Ime Udoka,"$744,551",2006/07
Pape Sow,"$744,551",2006/07
Roger Mason,"$744,551",2006/07
Salim Stoudamire,"$729,000",2006/07
John Lucas,"$700,000",2006/07
Andre Owens,"$676,800",2006/07
Solomon Jones,"$675,000",2006/07
James Singleton,"$675,000",2006/07
Esteban Batista,"$664,209",2006/07
Ryan Gomes,"$664,209",2006/07
Martynas Andriuskevicius,"$664,209",2006/07
Dwayne Jones,"$664,209",2006/07
Amir Johnson,"$664,209",2006/07
Chris Taft,"$664,209",2006/07
Monta Ellis,"$664,209",2006/07
Chuck Hayes,"$664,209",2006/07
Orien Greene,"$664,209",2006/07
Rawle Marshall,"$664,209",2006/07
Daniel Ewing,"$664,209",2006/07
Ronny Turiaf,"$664,209",2006/07
Lawrence Roberts,"$664,209",2006/07
Ersan Ilyasova,"$664,209",2006/07
Lynn Greer,"$664,209",2006/07
Bracey Wright,"$664,209",2006/07
Brandon Bass,"$664,209",2006/07
Travis Diener,"$664,209",2006/07
Louis Williams,"$664,209",2006/07
Ronnie Price,"$664,209",2006/07
CJ Miles,"$664,209",2006/07
Andray Blatche,"$664,209",2006/07
Donell Taylor,"$664,209",2006/07
Stanislav Medvedenko,"$625,132",2006/07
Paul Millsap,"$625,000",2006/07
Pavel Podkolzin,"$600,000",2006/07
Steve Novak,"$600,000",2006/07
Arvydas Macijauskas,"$500,000",2006/07
Leon Powe,"$432,000",2006/07
Cedric Bozeman,"$412,718",2006/07
Allan Ray,"$412,718",2006/07
Hassan Adams,"$412,718",2006/07
Ryan Hollins,"$412,718",2006/07
Daniel Gibson,"$412,718",2006/07
Pops Mensah-Bonsu,"$412,718",2006/07
Jose Juan Barea,"$412,718",2006/07
Yakhouba Diawara,"$412,718",2006/07
Ivan McFarlin,"$412,718",2006/07
Will Blalock,"$412,718",2006/07
Paul Davis,"$412,718",2006/07
Alexander Johnson,"$412,718",2006/07
Tarence Kinsey,"$412,718",2006/07
Chris Quinn,"$412,718",2006/07
Robert Hite,"$412,718",2006/07
Damir Markota,"$412,718",2006/07
David Noel,"$412,718",2006/07
Craig Smith,"$412,718",2006/07
Marcus Vinicius,"$412,718",2006/07
James Augustine,"$412,718",2006/07
Bobby Jones,"$412,718",2006/07
PJ Tucker,"$412,718",2006/07
Uros Slokar,"$412,718",2006/07
Dee Brown,"$412,718",2006/07
Brian Chase,"$412,718",2006/07
Roger Powell,"$412,718",2006/07
Jared Reiner,"$396,905",2006/07
Junior Harrington,"$390,556",2006/07
Peter John Ramos,"$384,776",2006/07
Kelenna Azubuike,"$301,657",2006/07
Loren Woods,"$300,000",2006/07
Desmon Farmer,"$275,404",2006/07
Anthony Roberson,"$267,111",2006/07
Justin Williams,"$261,724",2006/07
Stephen Graham,"$259,204",2006/07
Andre Brown,"$241,591",2006/07
Juaquin Hawkins,"$215,928",2006/07
Jeremy Richardson,"$176,161",2006/07
Howard Eisley,"$162,660",2006/07
Chris McCray,"$161,061",2006/07
Andreas Glyniadakis,"$161,061",2006/07
Steven Smith,"$161,061",2006/07
Doug Christie,"$158,071",2006/07
Zoran Planinic,"$150,000",2006/07
Mike Gansey,"$150,000",2006/07
Matt Freije,"$145,961",2006/07
Mike Hall,"$135,895",2006/07
Pat Carroll,"$110,000",2006/07
Alan Anderson,"$102,131",2006/07
Jimmie Hunter,"$100,000",2006/07
Paul Miller,"$100,000",2006/07
Sergey Monya,"$100,000",2006/07
Ndudi Ebi,"$90,000",2006/07
Dijon Thompson,"$89,101",2006/07
Robert Whaley,"$83,026",2006/07
Jefferson Sobral,"$75,000",2006/07
Daniel Horton,"$75,000",2006/07
Kevin Burleson,"$70,000",2006/07
Vincent Grier,"$70,000",2006/07
Luke Schenscher,"$55,000",2006/07
Kevin Pittsnogle,"$50,000",2006/07
Will Conroy,"$35,378",2006/07
Casey Jacobsen,"$31,250",2006/07
Von Wafer,"$24,300",2006/07
Renaldo Major,"$20,133",2006/07
Kevin Garnett,"$23,750,000",2007/08
Michael Finley,"$21,696,750",2007/08
Shaquille O'Neal,"$20,000,000",2007/08
Jason Kidd,"$19,728,000",2007/08
Jermaine O'Neal,"$19,728,000",2007/08
Chris Webber,"$19,602,173",2007/08
Kobe Bryant,"$19,490,625",2007/08
Tim Duncan,"$19,014,188",2007/08
Tracy McGrady,"$19,014,187",2007/08
Allen Iverson,"$19,012,500",2007/08
Stephon Marbury,"$19,012,500",2007/08
Steve Francis,"$17,500,000",2007/08
Baron Davis,"$16,440,000",2007/08
Shawn Marion,"$16,440,000",2007/08
Paul Pierce,"$16,360,094",2007/08
Dirk Nowitzki,"$16,360,094",2007/08
Antawn Jamison,"$16,360,094",2007/08
Ray Allen,"$16,000,000",2007/08
Ben Wallace,"$15,500,000",2007/08
Elton Brand,"$15,344,000",2007/08
Rashard Lewis,"$14,880,000",2007/08
Michael Redd,"$14,520,000",2007/08
Yao Ming,"$13,762,775",2007/08
Amare Stoudemire,"$13,762,775",2007/08
Pau Gasol,"$13,735,000",2007/08
Andrei Kirilenko,"$13,735,000",2007/08
Mike Bibby,"$13,500,000",2007/08
Joe Johnson,"$13,488,377",2007/08
Zach Randolph,"$13,333,333",2007/08
Vince Carter,"$13,320,000",2007/08
Kenyon Martin,"$13,250,000",2007/08
Lamar Odom,"$13,248,596",2007/08
LeBron James,"$13,041,250",2007/08
Carmelo Anthony,"$13,041,250",2007/08
Dwyane Wade,"$13,041,250",2007/08
Wally Szczerbiak,"$12,775,000",2007/08
Rasheed Wallace,"$12,540,000",2007/08
Chris Bosh,"$12,455,000",2007/08
Raef LaFrentz,"$12,440,787",2007/08
Richard Jefferson,"$12,200,000",2007/08
Larry Hughes,"$12,000,084",2007/08
Gilbert Arenas,"$11,950,400",2007/08
Theo Ratliff,"$11,666,666",2007/08
Predrag Stojakovic,"$11,664,000",2007/08
Steve Nash,"$11,375,000",2007/08
Carlos Boozer,"$11,260,483",2007/08
Kirk Hinrich,"$11,250,000",2007/08
Marcus Camby,"$11,250,000",2007/08
Jason Richardson,"$11,111,110",2007/08
Derek Fisher,"$10,723,900",2007/08
David West,"$10,650,000",2007/08
Erick Dampier,"$10,590,500",2007/08
Brad Miller,"$10,500,000",2007/08
Tony Parker,"$10,500,000",2007/08
Tyson Chandler,"$10,250,000",2007/08
Samuel Dalembert,"$10,250,000",2007/08
Adonal Foyle,"$10,157,090",2007/08
Zydrunas Ilgauskas,"$10,142,156",2007/08
Chauncey Billups,"$10,000,000",2007/08
Richard Hamilton,"$10,000,000",2007/08
Gerald Wallace,"$9,500,000",2007/08
Andre Miller,"$9,366,666",2007/08
Bobby Simmons,"$9,280,000",2007/08
Troy Murphy,"$9,206,349",2007/08
Manu Ginobili,"$9,079,811",2007/08
Kwame Brown,"$9,075,000",2007/08
Josh Howard,"$9,000,000",2007/08
Boris Diaw,"$9,000,000",2007/08
Eddy Curry,"$8,947,543",2007/08
Jason Williams,"$8,937,500",2007/08
Jason Terry,"$8,898,000",2007/08
Nenê,"$8,840,000",2007/08
Tayshaun Prince,"$8,675,620",2007/08
Chris Kaman,"$8,600,000",2007/08
Andres Nocioni,"$8,500,000",2007/08
Mehmet Okur,"$8,500,000",2007/08
Al Harrington,"$8,425,625",2007/08
Mike Miller,"$8,376,194",2007/08
Cuttino Mobley,"$8,350,000",2007/08
Antoine Walker,"$8,329,640",2007/08
Darius Miles,"$8,250,000",2007/08
Mike Dunleavy,"$8,219,008",2007/08
Caron Butler,"$8,218,990",2007/08
Quentin Richardson,"$8,105,500",2007/08
Juwan Howard,"$8,094,997",2007/08
Kurt Thomas,"$8,091,188",2007/08
TJ Ford,"$8,000,000",2007/08
Jamal Crawford,"$7,920,000",2007/08
Mark Blount,"$7,901,040",2007/08
Kenny Thomas,"$7,875,000",2007/08
Radoslav Nesterovic,"$7,840,000",2007/08
Aaron McKie,"$7,750,000",2007/08
Maurice Williams,"$7,750,000",2007/08
Jerome Williams,"$7,639,400",2007/08
Metta World Peace,"$7,400,000",2007/08
Troy Hudson,"$7,172,590",2007/08
Malik Rose,"$7,101,250",2007/08
Corey Maggette,"$7,000,000",2007/08
Ricky Davis,"$6,819,000",2007/08
Jerry Stackhouse,"$6,750,000",2007/08
Eric Snow,"$6,703,125",2007/08
Stephen Jackson,"$6,630,000",2007/08
Darko Milicic,"$6,500,000",2007/08
Chris Wilcox,"$6,500,000",2007/08
Luke Ridnour,"$6,500,000",2007/08
Drew Gooden,"$6,453,416",2007/08
Antonio McDyess,"$6,373,900",2007/08
Marquis Daniels,"$6,373,900",2007/08
Hidayet Turkoglu,"$6,373,900",2007/08
Etan Thomas,"$6,373,900",2007/08
Speedy Claxton,"$6,306,182",2007/08
Jamaal Tinsley,"$6,300,000",2007/08
Sam Cassell,"$6,150,000",2007/08
Jason Collins,"$6,100,000",2007/08
Dwight Howard,"$6,061,274",2007/08
Udonis Haslem,"$6,050,000",2007/08
Marko Jaric,"$6,050,000",2007/08
Donyell Marshall,"$6,016,965",2007/08
Matt Harpring,"$6,000,000",2007/08
Shane Battier,"$5,883,600",2007/08
Brian Cardinal,"$5,850,000",2007/08
Greg Buckner,"$5,830,000",2007/08
Stromile Swift,"$5,800,000",2007/08
Jerome James,"$5,800,000",2007/08
Earl Watson,"$5,800,000",2007/08
Shareef Abdur-Rahim,"$5,800,000",2007/08
Antonio Daniels,"$5,800,000",2007/08
Joel Przybilla,"$5,762,575",2007/08
Dan Gadzuric,"$5,751,130",2007/08
Nick Collison,"$5,750,000",2007/08
Bobby Jackson,"$5,670,000",2007/08
Nazr Mohammed,"$5,632,200",2007/08
Tim Thomas,"$5,632,200",2007/08
Vladimir Radmanovic,"$5,632,200",2007/08
Mike James,"$5,632,200",2007/08
Jared Jeffries,"$5,632,200",2007/08
Leandro Barbosa,"$5,600,000",2007/08
Brent Barry,"$5,544,370",2007/08
Jeff Foster,"$5,500,000",2007/08
Matt Carroll,"$5,450,000",2007/08
Emeka Okafor,"$5,427,307",2007/08
Anderson Varejao,"$5,356,000",2007/08
Morris Peterson,"$5,356,000",2007/08
Mikki Moore,"$5,356,000",2007/08
Jason Kapono,"$5,356,000",2007/08
Joe Smith,"$5,200,000",2007/08
Tony Battie,"$5,200,000",2007/08
Desmond Mason,"$5,000,000",2007/08
Brendan Haywood,"$5,000,000",2007/08
Andrew Bogut,"$4,991,520",2007/08
Eduardo Najera,"$4,952,380",2007/08
Damon Stoudamire,"$4,906,438",2007/08
Ben Gordon,"$4,881,669",2007/08
Andrea Bargnani,"$4,838,880",2007/08
John Salmons,"$4,752,000",2007/08
Raja Bell,"$4,750,000",2007/08
Greg Oden,"$4,662,000",2007/08
Rafer Alston,"$4,550,000",2007/08
Alvin Williams,"$4,516,484",2007/08
Kendrick Perkins,"$4,480,912",2007/08
Marvin Williams,"$4,466,040",2007/08
Shaun Livingston,"$4,404,629",2007/08
Kyle Korver,"$4,400,000",2007/08
Trenton Hassell,"$4,350,000",2007/08
Anthony Parker,"$4,350,000",2007/08
LaMarcus Aldridge,"$4,329,360",2007/08
Reggie Evans,"$4,320,000",2007/08
Keith Van Horn,"$4,300,000",2007/08
Aleksandar Pavlovic,"$4,250,000",2007/08
Steve Blake,"$4,250,000",2007/08
Damon Jones,"$4,172,432",2007/08
Kevin Durant,"$4,171,200",2007/08
Bruce Bowen,"$4,125,000",2007/08
Carlos Arroyo,"$4,100,000",2007/08
Deron Williams,"$4,010,640",2007/08
Zaza Pachulia,"$4,000,000",2007/08
Jamaal Magloire,"$4,000,000",2007/08
Luke Walton,"$4,000,000",2007/08
Gordan Giricek,"$4,000,000",2007/08
Travis Outlaw,"$4,000,000",2007/08
Jorge Garbajosa,"$4,000,000",2007/08
Devin Harris,"$3,995,003",2007/08
Marcus Banks,"$3,966,207",2007/08
Darius Songaila,"$3,942,000",2007/08
Dan Dickau,"$3,916,706",2007/08
Adam Morrison,"$3,887,880",2007/08
Bob Sura,"$3,840,000",2007/08
Pat Garrity,"$3,818,750",2007/08
Al Horford,"$3,745,800",2007/08
Amir Johnson,"$3,666,666",2007/08
Josh Childress,"$3,631,449",2007/08
Robert Horry,"$3,630,000",2007/08
Chris Paul,"$3,615,960",2007/08
Fabricio Oberto,"$3,600,000",2007/08
Keyon Dooling,"$3,596,000",2007/08
Tyrus Thomas,"$3,505,320",2007/08
Brian Cook,"$3,500,000",2007/08
Tyronn Lue,"$3,500,000",2007/08
Mickael Pietrus,"$3,470,770",2007/08
Ira Newble,"$3,441,900",2007/08
Kevin Ollie,"$3,441,900",2007/08
Mike Conley,"$3,377,160",2007/08
Luol Deng,"$3,320,339",2007/08
Rasual Butler,"$3,315,000",2007/08
Fred Jones,"$3,300,000",2007/08
Raymond Felton,"$3,274,440",2007/08
Lorenzen Wright,"$3,250,000",2007/08
Chris Duhon,"$3,248,000",2007/08
Steven Hunter,"$3,248,000",2007/08
James Posey,"$3,206,000",2007/08
Shelden Williams,"$3,174,240",2007/08
Michael Doleac,"$3,120,000",2007/08
Trevor Ariza,"$3,100,000",2007/08
Charlie Bell,"$3,100,000",2007/08
Willie Green,"$3,094,000",2007/08
Jeff Green,"$3,058,200",2007/08
Brian Scalabrine,"$3,000,000",2007/08
Chucky Atkins,"$3,000,000",2007/08
Matt Barnes,"$3,000,000",2007/08
Jake Voskuhl,"$3,000,000",2007/08
Francisco Elson,"$3,000,000",2007/08
Martell Webster,"$2,974,080",2007/08
Luis Scola,"$2,910,000",2007/08
Eddie Griffin,"$2,900,000",2007/08
Damien Wilkins,"$2,900,000",2007/08
James Jones,"$2,900,000",2007/08
Brandon Roy,"$2,883,120",2007/08
Anthony Johnson,"$2,860,000",2007/08
Andre Iguodala,"$2,804,889",2007/08
Yi Jianlian,"$2,777,760",2007/08
Alonzo Mourning,"$2,762,500",2007/08
Primoz Brezec,"$2,750,000",2007/08
Charlie Villanueva,"$2,715,000",2007/08
Matt Bonner,"$2,678,000",2007/08
Andris Biedrins,"$2,636,696",2007/08
Randy Foye,"$2,631,840",2007/08
Robert Swift,"$2,601,113",2007/08
Sebastian Telfair,"$2,562,426",2007/08
Juan Dixon,"$2,550,000",2007/08
Corey Brewer,"$2,535,720",2007/08
Beno Udrih,"$2,535,445",2007/08
Kris Humphries,"$2,522,913",2007/08
Bostjan Nachbar,"$2,500,000",2007/08
Chris Mihm,"$2,500,000",2007/08
Channing Frye,"$2,487,240",2007/08
Didier Ilunga-Mbenga,"$2,483,569",2007/08
Al Jefferson,"$2,480,885",2007/08
Jose Calderon,"$2,471,604",2007/08
Andray Blatche,"$2,470,000",2007/08
Keith Bogans,"$2,440,000",2007/08
Mark Madsen,"$2,420,000",2007/08
Rudy Gay,"$2,411,160",2007/08
Othella Harrington,"$2,376,000",2007/08
Devean George,"$2,369,111",2007/08
Kirk Snyder,"$2,358,433",2007/08
Jackie Butler,"$2,350,000",2007/08
Jarron Collins,"$2,350,000",2007/08
Brandan Wright,"$2,323,080",2007/08
Jason Hart,"$2,300,000",2007/08
Ike Diogu,"$2,286,360",2007/08
Bonzi Wells,"$2,284,200",2007/08
Lindsey Hunter,"$2,250,000",2007/08
Smush Parker,"$2,250,000",2007/08
