,season,Number of Games,player,team,height,weight,games_played,games missed,percentage of games missed,minutes_per_game
3963,12-13,82,Trevor Ariza,WAS,6-8,215,56,26,31.7,26.3
3964,13-14,82,Trevor Ariza,WAS,6-8,215,77,5,6.1,35.4
3965,14-15,82,Trevor Ariza,HOU,6-8,215,82,0,0.0,35.7
3966,15-16,82,Trevor Ariza,HOU,6-8,215,81,1,1.2,35.3
3967,16-17,82,Trevor Ariza,HOU,6-8,215,80,2,2.4,34.7
3968,17-18,82,Trevor Ariza,HOU,6-8,215,67,15,18.3,33.9
3969,04-05,82,Viktor Khryapa,POR,6-4,205,32,50,61.0,16.3
3970,05-06,82,Viktor Khryapa,POR,6-4,205,69,13,15.9,21.6
3971,05-06,82,Alan Anderson,CHA,6-6,220,36,46,56.1,15.7
3972,11-12,66,Alan Anderson,TOR,6-6,220,17,49,74.2,27.1
3973,12-13,82,Alan Anderson,TOR,6-6,220,65,17,20.7,23.0
3974,13-14,82,Alan Anderson,BRK,6-6,220,78,4,4.9,22.7
3975,14-15,82,Alan Anderson,BRK,6-6,220,74,8,9.8,23.6
3976,05-06,82,Andrew Bogut,MIL,7-0,260,82,0,0.0,28.6
3977,06-07,82,Andrew Bogut,MIL,7-0,260,66,16,19.5,34.2
3978,07-08,82,Andrew Bogut,MIL,7-0,260,78,4,4.9,34.9
3979,08-09,82,Andrew Bogut,MIL,7-0,260,36,46,56.1,31.2
3980,09-10,82,Andrew Bogut,MIL,7-0,260,69,13,15.9,32.3
3981,10-11,82,Andrew Bogut,MIL,7-0,260,65,17,20.7,35.3
3982,12-13,82,Andrew Bogut,GSW,7-0,260,32,50,61.0,24.6
3983,13-14,82,Andrew Bogut,GSW,7-0,260,67,15,18.3,26.4
3984,14-15,82,Andrew Bogut,GSW,7-0,260,67,15,18.3,23.6
3985,15-16,82,Andrew Bogut,GSW,7-0,260,70,12,14.6,20.7
3986,16-17,82,Andrew Bogut,CLE,7-0,260,27,55,67.1,21.6
3987,05-06,82,Andris Biedrins,GSW,6-11,240,68,14,17.1,14.7
3988,06-07,82,Andris Biedrins,GSW,6-11,240,82,0,0.0,29.0
3989,07-08,82,Andris Biedrins,GSW,6-11,240,76,6,7.3,27.3
3990,08-09,82,Andris Biedrins,GSW,6-11,240,62,20,24.4,30.1
3991,09-10,82,Andris Biedrins,GSW,6-11,240,33,49,59.8,23.1
3992,10-11,82,Andris Biedrins,GSW,6-11,240,59,23,28.0,23.7
3993,11-12,66,Andris Biedrins,GSW,6-11,240,47,19,28.8,15.7
3995,05-06,82,Antonio Burks,MEM,6-1,200,57,25,30.5,10.0
3996,05-06,82,Bernard Robinson,CHA,6-6,210,66,16,19.5,19.7
3997,05-06,82,Carlos Delfino,DET,6-6,230,68,14,17.1,10.7
3998,06-07,82,Carlos Delfino,DET,6-6,230,82,0,0.0,16.7
3999,07-08,82,Carlos Delfino,TOR,6-6,230,82,0,0.0,23.5
4000,09-10,82,Carlos Delfino,MIL,6-6,230,75,7,8.5,30.4
4001,10-11,82,Carlos Delfino,MIL,6-6,230,49,33,40.2,32.5
4002,11-12,66,Carlos Delfino,MIL,6-6,230,54,12,18.2,28.5
4003,12-13,82,Carlos Delfino,HOU,6-6,230,67,15,18.3,25.2
4004,05-06,82,Channing Frye,NYK,7-0,255,65,17,20.7,24.2
4005,06-07,82,Channing Frye,NYK,7-0,255,72,10,12.2,26.3
4006,07-08,82,Channing Frye,POR,7-0,255,78,4,4.9,17.2
4007,08-09,82,Channing Frye,POR,7-0,255,63,19,23.2,11.8
4008,09-10,82,Channing Frye,PHX,7-0,255,81,1,1.2,27.0
4009,10-11,82,Channing Frye,PHX,7-0,255,77,5,6.1,33.0
4010,11-12,66,Channing Frye,PHX,7-0,255,64,2,3.0,26.1
4011,13-14,82,Channing Frye,PHX,7-0,255,82,0,0.0,28.2
4012,14-15,82,Channing Frye,ORL,7-0,255,75,7,8.5,24.9
4013,15-16,82,Channing Frye,CLE,7-0,255,70,12,14.6,17.1
4014,16-17,82,Channing Frye,CLE,7-0,255,74,8,9.8,18.9
4015,17-18,82,Channing Frye,LAL,7-0,255,53,29,35.4,13.1
4016,05-06,82,Charlie Bell,MIL,6-3,200,59,23,28.0,21.7
4017,06-07,82,Charlie Bell,MIL,6-3,200,82,0,0.0,34.7
4018,07-08,82,Charlie Bell,MIL,6-3,200,68,14,17.1,23.9
4019,08-09,82,Charlie Bell,MIL,6-3,200,70,12,14.6,25.5
4020,09-10,82,Charlie Bell,MIL,6-3,200,71,11,13.4,22.7
4021,05-06,82,Charlie Villanueva,TOR,6-11,232,81,1,1.2,29.2
4022,06-07,82,Charlie Villanueva,MIL,6-11,232,39,43,52.4,25.2
4023,07-08,82,Charlie Villanueva,MIL,6-11,232,76,6,7.3,24.1
4024,08-09,82,Charlie Villanueva,MIL,6-11,232,78,4,4.9,26.9
4025,09-10,82,Charlie Villanueva,DET,6-11,232,78,4,4.9,23.7
4026,10-11,82,Charlie Villanueva,DET,6-11,232,76,6,7.3,21.9
4027,12-13,82,Charlie Villanueva,DET,6-11,232,69,13,15.9,15.8
4028,14-15,82,Charlie Villanueva,DAL,6-11,232,64,18,22.0,10.6
4029,15-16,82,Charlie Villanueva,DAL,6-11,232,62,20,24.4,10.7
4030,05-06,82,Chris Paul,NOP,6-0,175,78,4,4.9,36.0
4031,06-07,82,Chris Paul,NOP,6-0,175,64,18,22.0,36.8
4032,07-08,82,Chris Paul,NOP,6-0,175,80,2,2.4,37.6
4033,08-09,82,Chris Paul,NOP,6-0,175,78,4,4.9,38.5
4034,09-10,82,Chris Paul,NOP,6-0,175,45,37,45.1,38.1
4035,10-11,82,Chris Paul,NOP,6-0,175,80,2,2.4,36.0
4036,11-12,66,Chris Paul,LAC,6-0,175,60,6,9.1,36.3
4037,12-13,82,Chris Paul,LAC,6-0,175,70,12,14.6,33.4
4038,13-14,82,Chris Paul,LAC,6-0,175,62,20,24.4,35.0
4039,14-15,82,Chris Paul,LAC,6-0,175,82,0,0.0,34.8
4040,15-16,82,Chris Paul,LAC,6-0,175,74,8,9.8,32.7
4041,16-17,82,Chris Paul,LAC,6-0,175,61,21,25.6,31.5
4042,17-18,82,Chris Paul,HOU,6-0,175,58,24,29.3,31.8
4043,05-06,82,Chuck Hayes,HOU,6-6,240,40,42,51.2,13.4
4044,06-07,82,Chuck Hayes,HOU,6-6,240,78,4,4.9,22.0
4045,07-08,82,Chuck Hayes,HOU,6-6,240,79,3,3.7,19.9
4046,08-09,82,Chuck Hayes,HOU,6-6,240,71,11,13.4,12.1
4047,09-10,82,Chuck Hayes,HOU,6-6,240,82,0,0.0,21.6
4048,10-11,82,Chuck Hayes,HOU,6-6,240,74,8,9.8,28.1
4049,11-12,66,Chuck Hayes,SAC,6-6,240,54,12,18.2,19.2
4050,12-13,82,Chuck Hayes,SAC,6-6,240,74,8,9.8,16.3
4051,13-14,82,Chuck Hayes,TOR,6-6,240,61,21,25.6,12.3
4052,05-06,82,Daniel Ewing,LAC,6-3,185,66,16,19.5,14.7
4053,06-07,82,Daniel Ewing,LAC,6-3,185,61,21,25.6,11.7
4054,05-06,82,Danny Granger,IND,6-9,222,78,4,4.9,22.6
4055,06-07,82,Danny Granger,IND,6-9,222,82,0,0.0,34.0
4056,07-08,82,Danny Granger,IND,6-9,222,80,2,2.4,35.9
4057,08-09,82,Danny Granger,IND,6-9,222,67,15,18.3,36.2
4058,09-10,82,Danny Granger,IND,6-9,222,62,20,24.4,36.7
4059,10-11,82,Danny Granger,IND,6-9,222,79,3,3.7,35.0
4060,11-12,66,Danny Granger,IND,6-9,222,62,4,6.1,33.3
4061,13-14,82,Danny Granger,LAC,6-9,222,41,41,50.0,20.7
4062,14-15,82,Danny Granger,MIA,6-9,222,30,52,63.4,20.4
4063,05-06,82,Darko Milicic,ORL,7-0,250,55,27,32.9,13.9
4064,06-07,82,Darko Milicic,ORL,7-0,250,80,2,2.4,23.9
4065,07-08,82,Darko Milicic,MEM,7-0,250,70,12,14.6,23.8
4066,08-09,82,Darko Milicic,MEM,7-0,250,61,21,25.6,17.0
4067,09-10,82,Darko Milicic,MIN,7-0,250,32,50,61.0,21.4
4068,10-11,82,Darko Milicic,MIN,7-0,250,69,13,15.9,24.4
4069,11-12,66,Darko Milicic,MIN,7-0,250,29,37,56.1,16.3
4070,05-06,82,David Lee,NYK,6-7,225,67,15,18.3,16.9
4071,05-06,82,David Lee,NYK,6-9,245,67,15,18.3,16.9
4072,06-07,82,David Lee,NYK,6-7,225,58,24,29.3,29.8
4073,06-07,82,David Lee,NYK,6-9,245,58,24,29.3,29.8
4074,07-08,82,David Lee,NYK,6-7,225,81,1,1.2,29.1
4075,07-08,82,David Lee,NYK,6-9,245,81,1,1.2,29.1
4076,08-09,82,David Lee,NYK,6-7,225,81,1,1.2,34.9
4077,08-09,82,David Lee,NYK,6-9,245,81,1,1.2,34.9
4078,09-10,82,David Lee,NYK,6-7,225,81,1,1.2,37.3
4079,09-10,82,David Lee,NYK,6-9,245,81,1,1.2,37.3
4080,10-11,82,David Lee,GSW,6-7,225,73,9,11.0,36.1
4081,10-11,82,David Lee,GSW,6-9,245,73,9,11.0,36.1
4082,11-12,66,David Lee,GSW,6-7,225,57,9,13.6,37.2
4083,11-12,66,David Lee,GSW,6-9,245,57,9,13.6,37.2
4084,12-13,82,David Lee,GSW,6-7,225,79,3,3.7,36.8
4085,12-13,82,David Lee,GSW,6-9,245,79,3,3.7,36.8
4086,13-14,82,David Lee,GSW,6-7,225,69,13,15.9,33.2
4087,13-14,82,David Lee,GSW,6-9,245,69,13,15.9,33.2
4088,14-15,82,David Lee,GSW,6-7,225,49,33,40.2,18.5
4089,14-15,82,David Lee,GSW,6-9,245,49,33,40.2,18.5
4090,15-16,82,David Lee,DAL,6-7,225,55,27,32.9,16.4
4091,15-16,82,David Lee,DAL,6-9,245,55,27,32.9,16.4
4092,16-17,82,David Lee,SAS,6-7,225,79,3,3.7,18.7
4093,16-17,82,David Lee,SAS,6-9,245,79,3,3.7,18.7
4094,05-06,82,Deron Williams,UTA,6-3,240,80,2,2.4,28.8
4095,06-07,82,Deron Williams,UTA,6-3,240,80,2,2.4,36.9
4096,07-08,82,Deron Williams,UTA,6-3,240,82,0,0.0,37.3
4097,08-09,82,Deron Williams,UTA,6-3,240,68,14,17.1,36.8
4098,09-10,82,Deron Williams,UTA,6-3,240,76,6,7.3,36.9
4099,10-11,82,Deron Williams,NJN,6-3,240,65,17,20.7,37.9
4100,11-12,66,Deron Williams,NJN,6-3,240,55,11,16.7,36.3
4101,12-13,82,Deron Williams,BRK,6-3,240,78,4,4.9,36.4
4102,13-14,82,Deron Williams,BRK,6-3,240,64,18,22.0,32.2
4103,14-15,82,Deron Williams,BRK,6-3,240,68,14,17.1,31.1
4104,15-16,82,Deron Williams,DAL,6-3,240,65,17,20.7,32.4
4105,16-17,82,Deron Williams,CLE,6-3,240,64,18,22.0,25.9
4107,06-07,82,Fabricio Oberto,SAS,6-10,245,79,3,3.7,17.3
4108,07-08,82,Fabricio Oberto,SAS,6-10,245,82,0,0.0,20.0
4109,08-09,82,Fabricio Oberto,SAS,6-10,245,54,28,34.1,12.5
4110,09-10,82,Fabricio Oberto,WAS,6-10,245,57,25,30.5,11.4
4111,05-06,82,Francisco Garcia,SAC,6-7,195,67,15,18.3,19.4
4112,06-07,82,Francisco Garcia,SAC,6-7,195,79,3,3.7,17.8
4113,07-08,82,Francisco Garcia,SAC,6-7,195,79,3,3.7,26.5
4114,08-09,82,Francisco Garcia,SAC,6-7,195,65,17,20.7,30.4
4115,09-10,82,Francisco Garcia,SAC,6-7,195,25,57,69.5,23.0
4116,10-11,82,Francisco Garcia,SAC,6-7,195,58,24,29.3,23.9
4117,11-12,66,Francisco Garcia,SAC,6-7,195,49,17,25.8,16.3
4118,12-13,82,Francisco Garcia,HOU,6-7,195,58,24,29.3,17.7
4119,13-14,82,Francisco Garcia,HOU,6-7,195,55,27,32.9,19.7
4120,05-06,82,Hakim Warrick,MEM,6-9,219,68,14,17.1,10.7
4121,06-07,82,Hakim Warrick,MEM,6-9,219,82,0,0.0,26.2
4122,07-08,82,Hakim Warrick,MEM,6-9,219,75,7,8.5,23.4
4123,08-09,82,Hakim Warrick,MEM,6-9,219,82,0,0.0,24.7
4124,09-10,82,Hakim Warrick,CHI,6-9,219,76,6,7.3,20.5
4125,10-11,82,Hakim Warrick,PHX,6-9,219,80,2,2.4,17.7
4126,11-12,66,Hakim Warrick,PHX,6-9,219,35,31,47.0,14.4
4127,05-06,82,Ike Diogu,GSW,6-8,250,69,13,15.9,15.0
4128,06-07,82,Ike Diogu,IND,6-8,250,59,23,28.0,12.9
4129,05-06,82,Jackie Butler,NYK,6-10,250,55,27,32.9,13.5
4130,05-06,82,James Singleton,LAC,6-8,216,59,23,28.0,12.8
4131,08-09,82,James Singleton,DAL,6-8,216,62,20,24.4,14.3
4132,09-10,82,James Singleton,WAS,6-8,216,57,25,30.5,17.2
4133,05-06,82,Jarrett Jack,POR,6-3,200,79,3,3.7,20.2
4134,06-07,82,Jarrett Jack,POR,6-3,200,79,3,3.7,33.6
4135,07-08,82,Jarrett Jack,POR,6-3,200,82,0,0.0,27.2
4136,08-09,82,Jarrett Jack,IND,6-3,200,82,0,0.0,33.1
4137,09-10,82,Jarrett Jack,TOR,6-3,200,82,0,0.0,27.4
4138,10-11,82,Jarrett Jack,NOP,6-3,200,83,-1,-1.2,20.8
4139,11-12,66,Jarrett Jack,NOP,6-3,200,45,21,31.8,34.0
4140,12-13,82,Jarrett Jack,GSW,6-3,200,79,3,3.7,29.7
4141,13-14,82,Jarrett Jack,CLE,6-3,200,80,2,2.4,28.2
4142,14-15,82,Jarrett Jack,BRK,6-3,200,80,2,2.4,28.0
4143,15-16,82,Jarrett Jack,BRK,6-3,200,32,50,61.0,32.1
4144,17-18,82,Jarrett Jack,NYK,6-3,200,62,20,24.4,25.0
4145,05-06,82,Joey Graham,TOR,6-7,225,80,2,2.4,19.8
4146,06-07,82,Joey Graham,TOR,6-7,225,79,3,3.7,16.7
4147,08-09,82,Joey Graham,TOR,6-7,225,78,4,4.9,19.8
4148,09-10,82,Joey Graham,DEN,6-7,225,63,19,23.2,12.0
4149,10-11,82,Joey Graham,CLE,6-7,225,39,43,52.4,15.0
4150,05-06,82,Johan Petro,SEA,7-0,247,68,14,17.1,18.9
4151,06-07,82,Johan Petro,SEA,7-0,247,81,1,1.2,18.7
4152,07-08,82,Johan Petro,SEA,7-0,247,72,10,12.2,18.2
4153,08-09,82,Johan Petro,DEN,7-0,247,49,33,40.2,11.4
4154,09-10,82,Johan Petro,DEN,7-0,247,36,46,56.1,12.1
4155,10-11,82,Johan Petro,NJN,7-0,247,77,5,6.1,11.6
4156,11-12,66,Johan Petro,NJN,7-0,247,59,7,10.6,15.6
4157,05-06,82,Jose Calderon,TOR,6-3,200,64,18,22.0,23.2
4158,06-07,82,Jose Calderon,TOR,6-3,200,77,5,6.1,21.0
4159,07-08,82,Jose Calderon,TOR,6-3,200,82,0,0.0,30.3
4160,08-09,82,Jose Calderon,TOR,6-3,200,68,14,17.1,34.3
4161,09-10,82,Jose Calderon,TOR,6-3,200,68,14,17.1,26.7
4162,10-11,82,Jose Calderon,TOR,6-3,200,68,14,17.1,30.9
4163,11-12,66,Jose Calderon,TOR,6-3,200,53,13,19.7,33.9
4164,12-13,82,Jose Calderon,DET,6-3,200,73,9,11.0,29.6
4165,13-14,82,Jose Calderon,DAL,6-3,200,81,1,1.2,30.5
4166,14-15,82,Jose Calderon,NYK,6-3,200,42,40,48.8,30.2
4167,15-16,82,Jose Calderon,NYK,6-3,200,72,10,12.2,28.1
4168,16-17,82,Jose Calderon,ATL,6-3,200,41,41,50.0,13.1
4169,17-18,82,Jose Calderon,CLE,6-3,200,57,25,30.5,16.0
4170,05-06,82,Justin Reed,MIN,6-8,240,72,10,12.2,13.8
4171,05-06,82,Kevin Martin,SAC,6-7,199,72,10,12.2,26.6
4172,06-07,82,Kevin Martin,SAC,6-7,199,80,2,2.4,35.2
4173,07-08,82,Kevin Martin,SAC,6-7,199,61,21,25.6,36.3
4174,08-09,82,Kevin Martin,SAC,6-7,199,51,31,37.8,38.2
4175,09-10,82,Kevin Martin,HOU,6-7,199,46,36,43.9,35.5
4176,10-11,82,Kevin Martin,HOU,6-7,199,80,2,2.4,32.5
4177,11-12,66,Kevin Martin,HOU,6-7,199,40,26,39.4,31.6
4178,12-13,82,Kevin Martin,OKC,6-7,199,77,5,6.1,27.7
4179,13-14,82,Kevin Martin,MIN,6-7,199,68,14,17.1,32.0
4180,14-15,82,Kevin Martin,MIN,6-7,199,39,43,52.4,33.4
4181,15-16,82,Kevin Martin,SAS,6-7,199,55,27,32.9,19.9
4183,06-07,82,Linas Kleiza,DEN,6-2,170,79,3,3.7,18.8
4184,07-08,82,Linas Kleiza,DEN,6-2,170,79,3,3.7,23.9
4185,08-09,82,Linas Kleiza,DEN,6-2,170,82,0,0.0,22.2
4186,10-11,82,Linas Kleiza,TOR,6-2,170,39,43,52.4,26.5
4187,11-12,66,Linas Kleiza,TOR,6-2,170,49,17,25.8,21.6
4188,05-06,82,Luther Head,HOU,6-3,185,80,2,2.4,28.9
4189,06-07,82,Luther Head,HOU,6-3,185,80,2,2.4,27.6
4190,07-08,82,Luther Head,HOU,6-3,185,73,9,11.0,18.9
4191,09-10,82,Luther Head,IND,6-3,185,47,35,42.7,17.3
4192,10-11,82,Luther Head,SAC,6-3,185,36,46,56.1,16.3
4193,05-06,82,Martell Webster,POR,6-7,230,61,21,25.6,17.5
4194,06-07,82,Martell Webster,POR,6-7,230,82,0,0.0,21.5
4195,07-08,82,Martell Webster,POR,6-7,230,75,7,8.5,28.4
4196,09-10,82,Martell Webster,POR,6-7,230,82,0,0.0,24.5
4197,10-11,82,Martell Webster,MIN,6-7,230,46,36,43.9,23.8
4198,11-12,66,Martell Webster,MIN,6-7,230,47,19,28.8,24.2
4199,12-13,82,Martell Webster,WAS,6-7,230,76,6,7.3,28.9
4200,13-14,82,Martell Webster,WAS,6-7,230,78,4,4.9,27.7
4201,05-06,82,Marvin Williams,ATL,6-9,210,79,3,3.7,24.7
4202,06-07,82,Marvin Williams,ATL,6-9,210,64,18,22.0,34.0
4203,07-08,82,Marvin Williams,ATL,6-9,210,80,2,2.4,34.6
4204,08-09,82,Marvin Williams,ATL,6-9,210,61,21,25.6,34.3
4205,09-10,82,Marvin Williams,ATL,6-9,210,81,1,1.2,30.5
4206,10-11,82,Marvin Williams,ATL,6-9,210,65,17,20.7,28.7
4207,11-12,66,Marvin Williams,ATL,6-9,210,57,9,13.6,26.3
4208,12-13,82,Marvin Williams,UTA,6-9,210,73,9,11.0,23.7
4209,13-14,82,Marvin Williams,UTA,6-9,210,66,16,19.5,25.4
4210,14-15,82,Marvin Williams,CHA,6-9,210,78,4,4.9,26.1
4211,15-16,82,Marvin Williams,CHA,6-9,210,81,1,1.2,28.9
4212,16-17,82,Marvin Williams,CHA,6-9,210,76,6,7.3,30.2
4213,17-18,82,Marvin Williams,CHA,6-9,210,78,4,4.9,25.7
4214,05-06,82,Matt Carroll,CHA,6-6,212,78,4,4.9,16.3
4215,06-07,82,Matt Carroll,CHA,6-6,212,72,10,12.2,26.1
4216,07-08,82,Matt Carroll,CHA,6-6,212,80,2,2.4,25.2
4217,08-09,82,Matt Carroll,DAL,6-6,212,55,27,32.9,11.2
4218,10-11,82,Matt Carroll,CHA,6-6,212,54,28,34.1,10.8
4219,11-12,66,Matt Carroll,CHA,6-6,212,53,13,19.7,11.3
4220,05-06,82,Monta Ellis,GSW,6-3,185,49,33,40.2,18.1
4221,06-07,82,Monta Ellis,GSW,6-3,185,77,5,6.1,34.3
4222,07-08,82,Monta Ellis,GSW,6-3,185,81,1,1.2,37.9
4223,08-09,82,Monta Ellis,GSW,6-3,185,25,57,69.5,35.7
4224,09-10,82,Monta Ellis,GSW,6-3,185,64,18,22.0,41.4
4225,10-11,82,Monta Ellis,GSW,6-3,185,80,2,2.4,40.3
4226,11-12,66,Monta Ellis,MIL,6-3,185,58,8,12.1,36.6
4227,12-13,82,Monta Ellis,MIL,6-3,185,82,0,0.0,37.5
4228,13-14,82,Monta Ellis,DAL,6-3,185,82,0,0.0,36.9
4229,14-15,82,Monta Ellis,DAL,6-3,185,80,2,2.4,33.7
4230,15-16,82,Monta Ellis,IND,6-3,185,81,1,1.2,33.8
4231,16-17,82,Monta Ellis,IND,6-3,185,74,8,9.8,27.0
4232,05-06,82,Nate Robinson,NYK,5-9,180,72,10,12.2,21.4
4233,06-07,82,Nate Robinson,NYK,5-9,180,64,18,22.0,21.2
4234,07-08,82,Nate Robinson,NYK,5-9,180,72,10,12.2,26.2
4235,08-09,82,Nate Robinson,NYK,5-9,180,74,8,9.8,29.8
4236,09-10,82,Nate Robinson,BOS,5-9,180,56,26,31.7,19.9
4237,10-11,82,Nate Robinson,OKC,5-9,180,59,23,28.0,17.2
4238,11-12,66,Nate Robinson,GSW,5-9,180,51,15,22.7,23.4
4239,12-13,82,Nate Robinson,CHI,5-9,180,82,0,0.0,25.4
4240,13-14,82,Nate Robinson,DEN,5-9,180,44,38,46.3,19.7
4241,14-15,82,Nate Robinson,LAC,5-9,180,42,40,48.8,14.1
4242,05-06,82,Orien Greene,BOS,6-4,208,80,2,2.4,15.4
4243,05-06,82,Pape Sow,TOR,6-10,250,42,40,48.8,14.0
4244,05-06,82,Rashad McCants,MIN,6-4,207,79,3,3.7,17.3
4245,06-07,82,Rashad McCants,MIN,6-4,207,37,45,54.9,15.0
4246,07-08,82,Rashad McCants,MIN,6-4,207,75,7,8.5,26.9
4247,08-09,82,Rashad McCants,SAC,6-4,207,58,24,29.3,19.0
4248,05-06,82,Raymond Felton,CHA,6-1,205,80,2,2.4,30.1
4249,06-07,82,Raymond Felton,CHA,6-1,205,78,4,4.9,36.3
4250,07-08,82,Raymond Felton,CHA,6-1,205,79,3,3.7,37.6
4251,08-09,82,Raymond Felton,CHA,6-1,205,82,0,0.0,37.6
4252,09-10,82,Raymond Felton,CHA,6-1,205,80,2,2.4,33.0
4253,10-11,82,Raymond Felton,DEN,6-1,205,75,7,8.5,36.5
4254,11-12,66,Raymond Felton,POR,6-1,205,60,6,9.1,31.8
4255,12-13,82,Raymond Felton,NYK,6-1,205,68,14,17.1,34.0
4256,13-14,82,Raymond Felton,NYK,6-1,205,65,17,20.7,31.0
4257,15-16,82,Raymond Felton,DAL,6-1,205,80,2,2.4,27.4
4258,16-17,82,Raymond Felton,LAC,6-1,205,80,2,2.4,21.2
4259,17-18,82,Raymond Felton,OKC,6-1,205,82,0,0.0,16.6
4260,05-06,82,Robert Swift,SEA,7-0,245,47,35,42.7,21.0
4261,05-06,82,Ryan Gomes,BOS,6-7,250,61,21,25.6,22.5
4262,06-07,82,Ryan Gomes,BOS,6-7,250,73,9,11.0,31.2
4263,07-08,82,Ryan Gomes,MIN,6-7,250,82,0,0.0,29.7
4264,08-09,82,Ryan Gomes,MIN,6-7,250,82,0,0.0,31.9
4265,09-10,82,Ryan Gomes,MIN,6-7,250,76,6,7.3,29.1
4266,10-11,82,Ryan Gomes,LAC,6-7,250,76,6,7.3,27.6
4267,11-12,66,Ryan Gomes,LAC,6-7,250,32,34,51.5,13.3
4268,05-06,82,Salim Stoudamire,ATL,6-1,179,61,21,25.6,20.3
4269,06-07,82,Salim Stoudamire,ATL,6-1,179,61,21,25.6,17.0
4270,05-06,82,Sarunas Jasikevicius,IND,6-4,195,75,7,8.5,20.8
4271,06-07,82,Sarunas Jasikevicius,GSW,6-4,195,63,19,23.2,15.4
4272,05-06,82,Sasha Vujacic,LAL,6-7,195,82,0,0.0,17.7
4273,06-07,82,Sasha Vujacic,LAL,6-7,195,73,9,11.0,12.8
4274,07-08,82,Sasha Vujacic,LAL,6-7,195,72,10,12.2,17.8
4275,08-09,82,Sasha Vujacic,LAL,6-7,195,80,2,2.4,16.2
